# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
21457.9000 F21399 115042 1 58.9000 pm108 w70 299 N pm108->w70
21482.2000 F16790 341908 9 4692.2000 pm108 c47 221 N pm108->w94->c51->w81->p16->w71->w94->w81->wm122->c47
21547.7000 F21508 231622 1 39.7000 wm125 c34 299 N wm125->c34
21580.4000 F19173 177825 2 2407.4000 pm109 c55 259 N pm109->c53->c55
21604.6000 F10627 242201 26 10977.6000 wm122 w93 117 N wm122->pm103->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->c63->w93
21629.3000 F21373 384743 2 256.3000 pm109 c39 295 N pm109->c43->c39
21678.5000 F18148 399932 3 3530.5000 pm107 w94 241 N pm107->w74->c62->w94
21698.1000 F18357 161086 3 3341.1000 wm119 c32 244 N wm119->p4->c35->c32
21700.6000 F19998 198124 4 1702.6000 pm102 t99 271 N pm102->p2->w83->t97->t99
21716.5000 F19372 407198 3 2344.5000 pm107 t99 260 N pm107->w94->w81->t99
21722.9000 F19128 118821 4 2594.9000 wm118 cm110 256 N wm118->c46->w94->w84->cm110
21759.3000 F17137 314261 2 4622.3000 cm113 p19 222 N cm113->t99->p19
21766.2000 F8273 467138 7 13493.2000 wm118 w66 75 N wm118->p1->p22->w65->w80->w81->t99->w66
21777.2000 F21397 257157 2 380.2000 wm125 w64 293 N wm125->c34->w64
21816.9000 F21255 270395 2 561.9000 wm125 w79 290 N wm125->c34->w79
21876.4000 F20675 361586 4 1201.4000 wm124 c55 279 N wm124->p28->c43->w86->c55
21876.5000 F16001 132259 4 5875.5000 pm104 c51 202 N pm104->p30->c60->w81->c51
21885.0000 F21747 309513 1 138.0000 pm105 cm110 297 N pm105->cm110
21886.2000 F21659 440529 1 227.2000 pm103 c55 296 N pm103->c55
21898.8000 F21836 139306 1 62.8000 wm121 pm109 298 N wm121->pm109
21903.2000 F20246 135312 4 1657.2000 wm123 c45 272 N wm123->c48->w94->c60->c45
21913.8000 F20254 327420 5 1659.8000 wm123 t96 272 N wm123->p15->c38->c57->t97->t96
21914.4000 F21886 205253 1 28.4000 cm114 cm116 299 N cm114->cm116
21938.6000 F21549 328165 2 389.6000 wm121 c34 293 N wm121->pm109->c34
21948.5000 F20052 249267 5 1896.5000 pm103 cm116 268 N pm103->w77->t96->t97->t96->cm116
21964.0000 F21796 427043 1 168.0000 cm113 p23 297 N cm113->p23
21971.5000 M691 582987 2 1592.5000 w69 w76 273 N w69->c34->w76
21972.5000 F21685 240785 2 287.5000 wm125 w76 295 N wm125->c34->w76
21973.2000 F20385 170507 3 1588.2000 wm123 c42 273 N wm123->c48->c38->c42
21975.3000 F16288 111513 8 5687.3000 wm119 c51 205 N wm119->p8->w84->c55->cm112->c45->w81->p16->c51
21978.6000 F19960 353758 4 2018.6000 pm102 wm123 266 N pm102->p2->w83->t97->wm123
22028.5000 F13786 315144 5 8242.5000 wm120 c33 162 N wm120->w66->p25->w93->c50->c33
22068.7000 F22018 295499 1 50.7000 pm106 w93 299 N pm106->w93
22070.3000 F20731 286399 4 1339.3000 pm109 pm105 277 N pm109->cm115->pm108->c48->pm105
22078.6000 F17738 419949 7 4340.6000 cm114 c41 227 N cm114->p27->c54->p16->p4->t97->p15->c41
22084.9000 F19801 433019 4 2283.9000 pm102 c63 261 N pm102->p2->p0->c57->c63
22088.7000 F21925 127829 2 163.7000 pm105 c41 297 N pm105->cm112->c41
22122.2000 F18119 238517 3 4003.2000 wm119 c62 233 N wm119->p4->w88->c62
22149.3000 F22006 382662 1 143.3000 cm113 w78 297 N cm113->w78
22153.0000 F21797 383549 1 356.0000 wm125 cm110 294 N wm125->cm110
22176.6000 F21781 367374 2 395.6000 pm108 c48 293 N pm108->t99->c48
22209.7000 F15938 166459 8 6271.7000 pm106 c50 195 N pm106->w77->p5->c48->t96->t97->t96->p19->c50
22225.8000 F21972 195266 1 253.8000 cm111 w86 295 N cm111->w86
22226.0000 F20847 207892 2 1379.0000 pm103 c34 277 N pm103->c53->c34
22227.5000 F22050 424094 1 177.5000 cm111 w86 297 N cm111->w86
22231.5000 F21437 378018 2 794.5000 wm118 cm117 286 N wm118->c35->cm117
22247.3000 F15252 133973 6 6995.3000 pm106 c51 183 N pm106->w77->p5->c48->w70->t98->c51
22260.2000 F22074 190009 1 186.2000 pm103 c43 296 N pm103->c43
22270.7000 F22192 170589 1 78.7000 wm123 c56 298 N wm123->c56
22288.7000 F22031 368936 2 257.7000 wm118 w69 295 N wm118->pm105->w69
22294.8000 F21905 469230 1 389.8000 cm111 wm118 293 N cm111->wm118
22311.1000 F16802 311285 4 5509.1000 wm119 c32 208 N wm119->c61->c60->p10->c32
22388.9000 F22199 126417 2 189.9000 wm123 c34 296 N wm123->c56->c34
22390.2000 F17211 143791 2 5179.2000 cm113 c62 213 N cm113->t99->c62
22395.3000 F14653 176486 6 7742.3000 cm112 c51 170 N cm112->w90->c57->c56->w69->t99->c51
22404.2000 F22269 233810 1 135.2000 pm106 w73 297 N pm106->w73
22409.2000 F22228 136818 1 181.2000 cm110 w86 296 N cm110->w86
22409.5000 F21663 203879 4 746.5000 wm119 p19 287 N wm119->c40->w66->t100->p19
22414.6000 M746 661586 1 409.6000 pm107 c48 293 N pm107->c48
22453.2000 F14096 441132 5 8357.2000 pm103 c37 160 N pm103->p12->p24->t98->c51->c37
22477.8000 F22085 160065 2 392.8000 pm107 pm102 293 N pm107->c40->pm102
22482.6000 F21948 478836 3 534.6000 wm124 p15 291 N wm124->wm121->c41->p15
22484.5000 F20450 351724 3 2034.5000 wm124 c40 266 N wm124->p28->p7->c40
22484.9000 F15387 151609 5 7097.9000 pm106 c62 181 N pm106->w77->w86->p12->t98->c62
22508.5000 F16470 466687 4 6038.5000 wm121 t97 199 N wm121->p21->t101->t98->t97
22514.4000 F20026 123712 6 2488.4000 pm104 c40 258 N pm104->c42->c35->c36->p7->w84->c40
22517.6000 F21582 289110 4 935.6000 wm119 p19 284 N wm119->c40->w66->t101->p19
22531.0000 F21242 374048 3 1289.0000 pm108 w82 278 N pm108->w70->t101->w82
22538.0000 M739 947856 1 749.0000 c53 c62 287 N c53->c62
22539.0000 F20532 238854 3 2007.0000 pm104 c53 266 N pm104->c56->c49->c53
22548.2000 F22440 430370 2 108.2000 pm107 p16 298 N pm107->wm123->p16
22629.4000 F22506 118924 1 123.4000 cm114 w72 297 N cm114->w72
22630.9000 F21307 405622 3 1323.9000 pm108 p7 277 N pm108->w70->t98->p7
22648.8000 F17325 191683 3 5323.8000 pm103 w82 211 N pm103->p20->p11->w82
22652.5000 F20632 334938 3 2020.5000 wm124 p19 266 N wm124->p28->p7->p19
22653.0000 F20317 102923 3 2336.0000 wm124 p19 261 N wm124->p28->p7->p19
22660.6000 F21780 254392 2 880.6000 pm109 p15 285 N pm109->w76->p15
22671.0000 F22446 127854 1 225.0000 pm106 c39 296 N pm106->c39
22692.7000 F22465 199536 1 227.7000 pm102 t98 296 N pm102->t98
22693.4000 F22242 144341 2 451.4000 wm118 p30 292 N wm118->c41->p30
22707.1000 F22224 222640 2 483.1000 wm118 c45 291 N wm118->p15->c45
22736.0000 F21470 311188 4 1266.0000 cm117 w87 278 N cm117->p29->p15->c34->w87
22779.8000 F21681 281091 3 1098.8000 pm103 c45 281 N pm103->wm118->p22->c45
22780.7000 F21604 223704 3 1176.7000 pm103 c45 280 N pm103->wm118->p22->c45
22790.0000 F21501 382762 2 1289.0000 pm108 wm119 278 N pm108->t100->wm119
22795.3000 F22792 288149 1 3.3000 pm106 w74 299 N pm106->w74
22795.9000 F16214 258655 3 6581.9000 wm118 p23 190 N wm118->w83->t100->p23
22803.3000 F21808 175341 2 995.3000 wm120 c42 283 N wm120->c61->c42
22808.5000 F19583 248317 6 3225.5000 pm103 c45 246 N pm103->t96->t97->t96->t97->t96->c45
22809.3000 F21522 198265 4 1287.3000 pm106 c45 278 N pm106->t96->t97->t96->c45
22813.4000 F22650 314233 1 163.4000 pm105 c35 297 N pm105->c35
22813.5000 M699 699133 2 2199.5000 w79 w90 263 N w79->w89->w90
22818.6000 F22162 301849 2 656.6000 pm104 c32 289 N pm104->c56->c32
22839.2000 F10826 188153 27 12013.2000 wm118 p22 99 N wm118->c42->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p22
22862.3000 M750 805405 1 743.3000 t98 t100 287 N t98->t100
22867.5000 F22658 170766 1 209.5000 cm110 c59 296 N cm110->c59
22869.3000 F22868 308399 1 1.3000 pm106 w74 299 N pm106->w74
22869.8000 F19116 379802 4 3753.8000 cm115 cm116 237 N cm115->p5->t98->t101->cm116
22870.3000 F15547 106685 4 7323.3000 pm108 cm116 177 N pm108->t101->t98->t101->cm116
22886.7000 F22092 250013 2 794.7000 cm117 c55 286 N cm117->c39->c55
22896.7000 M760 654590 2 457.7000 p28 c37 292 N p28->t100->c37
22911.1000 F18055 308432 5 4856.1000 cm117 c32 219 N cm117->c49->p10->p31->p22->c32
22921.2000 F21499 325135 2 1422.2000 wm122 p27 276 N wm122->c33->p27
22921.6000 F22611 220581 2 310.6000 cm112 p11 294 N cm112->t101->p11
22927.9000 F15575 167989 3 7352.9000 wm125 c48 177 N wm125->w95->w76->c48
22936.0000 F22735 194922 1 201.0000 wm119 t101 296 N wm119->t101
22977.6000 F22904 247757 1 73.6000 wm122 cm115 298 N wm122->cm115
22987.0000 F22582 176883 1 405.0000 wm119 t98 293 N wm119->t98
22987.6000 F18146 286143 6 4841.6000 pm107 c45 219 N pm107->w74->p14->w80->c63->c57->c45
22988.4000 F20407 459559 3 2581.4000 wm124 t101 256 N wm124->p28->p23->t101
22998.9000 F20245 252676 5 2753.9000 cm114 p15 254 N cm114->p6->p30->p29->c44->p15
23028.0000 F16134 203656 4 6894.0000 wm118 p11 185 N wm118->w83->w70->t99->p11
23060.3000 F22982 433094 1 78.3000 wm121 p19 298 N wm121->p19
23068.1000 F22843 225948 1 225.1000 cm115 p17 296 N cm115->p17
23070.2000 F19598 215043 4 3472.2000 pm106 t99 242 N pm106->c60->w81->t100->t99
23073.3000 M599 759143 4 5368.3000 p0 t99 210 N p0->p24->t101->t100->t99
23095.9000 F22591 311808 2 504.9000 pm109 p12 291 N pm109->c34->p12
23126.5000 F21737 342223 4 1389.5000 wm118 c45 276 N wm118->p22->c55->c54->c45
23169.2000 F13905 338362 4 9264.2000 pm107 c54 145 N pm107->w76->t101->t98->c54
23217.2000 F22990 140543 1 227.2000 cm116 wm118 296 N cm116->wm118
23224.1000 F14980 257798 3 8244.1000 pm108 wm123 162 N pm108->t101->t98->wm123
23248.7000 F19708 359802 9 3540.7000 pm102 wm119 240 N pm102->t96->t97->t96->t97->t96->t97->t96->t97->wm119
23254.1000 F19782 135314 3 3472.1000 pm102 p21 242 N pm102->p2->t100->p21
23275.6000 M781 675033 1 209.6000 t97 c51 296 N t97->c51
23284.1000 F23102 252830 1 182.1000 cm116 w94 296 N cm116->w94
23292.2000 F17875 488770 4 5417.2000 pm104 c40 209 N pm104->w91->w75->c46->c40
23310.9000 F23085 281671 1 225.9000 wm119 c51 296 N wm119->c51
23319.3000 F19898 419755 3 3421.3000 wm123 c37 242 N wm123->c40->c63->c37
23350.2000 M773 593423 1 527.2000 w81 c37 291 N w81->c37
23364.6000 F22858 448460 2 506.6000 cm117 c40 291 N cm117->p28->c40
23378.6000 F23282 329475 1 96.6000 wm120 t99 298 N wm120->t99
23384.2000 F22566 376527 3 818.2000 wm121 wm124 286 N wm121->w84->c53->wm124
23416.3000 F23128 245917 2 288.3000 pm108 wm124 295 N pm108->c44->wm124
23422.3000 F23276 449979 1 146.3000 pm104 c45 297 N pm104->c45
23426.1000 F23262 192055 1 164.1000 cm116 c37 297 N cm116->c37
23452.5000 F21529 449928 2 1923.5000 wm125 c62 267 N wm125->w87->c62
23453.1000 F15783 368784 5 7670.1000 wm125 w64 172 N wm125->w95->p26->p24->pm109->w64
23479.7000 F23190 165328 1 289.7000 pm105 p24 295 N pm105->p24
23510.6000 F22928 109364 2 582.6000 cm116 c33 290 N cm116->wm124->c33
23521.1000 F18346 415850 2 5175.1000 wm118 w86 213 N wm118->t100->w86
23534.8000 F23321 454855 1 213.8000 wm124 p30 296 N wm124->p30
23535.0000 F21420 283325 2 2115.0000 pm108 c36 264 N pm108->w70->c36
23549.0000 F22824 315023 5 725.0000 wm125 cm110 287 N wm125->p31->pm105->c32->c44->cm110
23557.0000 F15493 287203 6 8064.0000 pm102 c47 165 N pm102->w91->c54->p22->w88->t99->c47
23560.9000 M564 961358 3 6873.9000 p31 c47 185 N p31->wm121->t99->c47
23561.9000 F12231 233250 5 11330.9000 wm121 c47 111 N wm121->p14->p26->w70->t99->c47
23563.4000 F23099 122574 2 464.4000 wm119 p7 292 N wm119->t99->p7
23568.3000 F23022 148104 2 546.3000 pm109 pm106 290 N pm109->c39->pm106
23580.4000 F23375 367511 1 205.4000 cm112 p23 296 N cm112->p23
23582.2000 F19188 221584 4 4394.2000 pm106 w78 226 N pm106->c46->w94->w71->w78
23589.3000 F23353 496409 1 236.3000 pm103 w67 296 N pm103->w67
23590.6000 F23556 310209 1 34.6000 pm103 w67 299 N pm103->w67
23607.4000 F21667 197622 4 1940.4000 wm119 cm115 267 N wm119->c40->w66->t101->cm115
23609.9000 F21278 110655 2 2331.9000 pm108 p12 261 N pm108->w70->p12
23639.1000 F23146 406518 2 493.1000 wm123 cm111 291 N wm123->w88->cm111
23651.1000 F23159 230782 2 492.1000 pm105 c49 291 N pm105->p24->c49
23658.3000 F20193 202655 3 3465.3000 pm103 t98 242 N pm103->p12->t99->t98
23662.5000 F21934 329680 5 1728.5000 cm117 cm112 271 N cm117->c50->c33->p21->t100->cm112
23674.6000 F14972 363546 3 8702.6000 pm108 w69 154 N pm108->t101->t98->w69
23684.7000 F22873 398909 2 811.7000 wm122 c51 286 N wm122->c63->c51
23686.9000 F21313 130548 4 2373.9000 cm114 cm111 260 N cm114->c47->p19->t98->cm111
23706.9000 F22009 184018 4 1697.9000 pm106 c48 271 N pm106->w93->p6->p14->c48
23754.0000 F22248 382533 2 1506.0000 wm123 w79 274 N wm123->c60->w79
23764.6000 F23258 326600 2 506.6000 wm121 wm119 291 N wm121->p11->wm119
23785.9000 F17013 328649 4 6772.9000 pm103 c60 187 N pm103->w65->p5->t98->c60
23792.5000 F23491 499716 2 301.5000 wm121 p12 294 N wm121->c37->p12
23819.6000 F23487 240721 2 332.6000 wm118 p18 294 N wm118->w75->p18
23835.7000 F23693 261163 1 142.7000 wm124 cm112 297 N wm124->cm112
23836.2000 F19678 281111 3 4158.2000 pm102 cm116 230 N pm102->p2->w83->cm116
23858.8000 F23775 370722 1 83.8000 wm120 c37 298 N wm120->c37
23860.8000 M770 836573 2 1125.8000 pm107 w85 281 N pm107->p3->w85
23862.0000 F23129 346717 3 733.0000 wm125 p22 287 N wm125->c32->c44->p22
23880.4000 F23667 104072 1 213.4000 pm109 c42 296 N pm109->c42
23882.1000 F23727 411620 1 155.1000 pm109 c42 297 N pm109->c42
23952.0000 F21984 335038 2 1968.0000 pm106 c41 267 N pm106->w93->c41
23981.5000 F23834 226225 1 147.5000 wm120 c44 297 N wm120->c44
24014.7000 F23809 323862 1 205.7000 wm124 w93 296 N wm124->w93
24027.5000 F24025 450974 1 2.5000 wm121 w91 299 N wm121->w91
24031.6000 F23601 156804 3 430.6000 wm118 t101 292 N wm118->c62->t98->t101
24034.3000 F23746 449392 1 288.3000 cm114 p9 295 N cm114->p9
24075.9000 F21748 122512 9 2327.9000 pm106 cm113 261 N pm106->t96->t97->t96->t97->t96->t97->t96->t97->cm113
24080.0000 F23737 376980 2 343.0000 pm102 c50 294 N pm102->p15->c50
24096.9000 F21697 126614 3 2399.9000 wm125 w93 260 N wm125->w64->c35->w93
24139.8000 F18945 370406 6 5194.8000 pm107 c60 213 N pm107->w80->p14->t97->t96->t97->c60
24144.3000 F22097 324019 2 2047.3000 pm102 w70 265 N pm102->t101->w70
24175.5000 F23696 436268 2 479.5000 cm117 t99 292 N cm117->w88->t99
24185.8000 F16194 238711 4 7991.8000 wm119 c52 166 N wm119->w68->w67->w71->c52
24187.1000 F23391 180670 2 796.1000 cm116 c42 286 N cm116->c46->c42
24205.7000 F21304 417371 3 2901.7000 pm105 p9 251 N pm105->p21->t100->p9
24214.7000 F23756 133600 1 458.7000 pm108 p30 292 N pm108->p30
24218.1000 F21187 123237 2 3031.1000 pm108 c42 249 N pm108->w70->c42
24220.3000 F23573 238637 2 647.3000 pm105 cm113 289 N pm105->c56->cm113
24224.9000 F23277 456745 3 947.9000 wm121 t101 284 N wm121->p11->t100->t101
24242.7000 F17025 472170 8 7217.7000 wm122 c36 179 N wm122->w76->p23->w69->w86->wm118->c38->w92->c36
24248.5000 F22311 382306 4 1937.5000 pm106 p18 267 N pm106->w73->p5->c48->p18
24249.8000 F22151 301262 4 2098.8000 pm106 p18 265 N pm106->w73->p5->c48->p18
24254.7000 F24188 154699 1 66.7000 pm105 c46 298 N pm105->c46
24257.1000 F24241 134183 1 16.1000 wm120 c44 299 N wm120->c44
24263.9000 F15594 396073 4 8669.9000 wm125 cm112 155 N wm125->w95->p26->p24->cm112
24270.7000 F23130 275605 2 1140.7000 wm123 c56 280 N wm123->w88->c56
24286.7000 F19746 290383 3 4540.7000 pm103 t98 224 N pm103->p12->t99->t98
24299.4000 F24096 140332 1 203.4000 wm120 c63 296 N wm120->c63
24310.0000 F23985 308195 1 325.0000 pm103 w82 294 N pm103->w82
24380.2000 F22155 435871 5 2225.2000 cm111 c43 262 N cm111->w86->pm105->w95->c35->c43
24384.6000 F14201 455143 5 10183.6000 pm107 w88 130 N pm107->p17->w79->t101->t98->w88
24385.1000 M767 617281 2 1740.1000 w73 pm106 270 N w73->c47->pm106
24389.4000 F23707 483190 2 682.4000 pm108 w66 288 N pm108->p30->w66
24399.4000 F23843 293649 2 556.4000 pm103 wm119 290 N pm103->t100->wm119
24404.5000 F24403 355811 1 1.5000 pm102 p15 299 N pm102->p15
24417.1000 F18412 296189 4 6005.1000 pm106 w67 199 N pm106->pm108->p10->w82->w67
24424.1000 F20730 193749 5 3694.1000 pm105 cm115 238 N pm105->cm116->c51->c49->c54->cm115
24436.9000 F22091 101578 5 2345.9000 wm124 c34 260 N wm124->c41->p15->c48->c45->c34
24479.0000 F23814 392499 2 665.0000 wm119 t99 288 N wm119->t100->t99
24483.4000 F24161 160184 2 322.4000 wm122 t96 294 N wm122->w79->t96
24498.6000 F24115 169636 3 383.6000 wm122 t97 293 N wm122->w79->t96->t97
24504.9000 F22588 399180 2 1916.9000 wm125 w64 268 N wm125->c35->w64
24516.2000 M796 681929 1 985.2000 p8 c36 283 N p8->c36
24523.7000 M752 895762 1 2341.7000 p27 c38 260 N p27->c38
24534.6000 F24485 451196 1 49.6000 cm110 cm116 299 N cm110->cm116
24535.0000 F22405 132388 4 2130.0000 pm106 c42 264 N pm106->w73->p5->c48->c42
24540.0000 F20281 267696 9 4259.0000 cm114 w70 229 N cm114->p6->t96->t97->t96->t97->t96->t97->t96->w70
24560.9000 F16345 194142 4 8215.9000 wm119 w77 163 N wm119->w68->w85->c38->w77
24571.7000 F22419 224688 4 2152.7000 cm111 w77 264 N cm111->c38->w82->c58->w77
24585.3000 F23594 208111 2 991.3000 wm119 c43 283 N wm119->t101->c43
24586.5000 F21724 298531 4 2862.5000 wm120 t101 252 N wm120->w94->w91->c43->t101
24589.8000 F18699 136248 5 5890.8000 cm112 c54 201 N cm112->p6->wm119->t98->t101->c54
24616.6000 F24382 168308 2 234.6000 wm121 t100 296 N wm121->t101->t100
24617.6000 F24493 486597 1 124.6000 pm103 c45 297 N pm103->c45
24633.1000 F24582 346958 2 51.1000 wm119 t99 299 N wm119->t100->t99
24637.1000 F13947 232132 4 10690.1000 pm107 w69 121 N pm107->p17->t101->t98->w69
24645.7000 F24559 197566 1 86.7000 pm107 cm117 298 N pm107->cm117
24662.2000 F16257 141780 3 8405.2000 pm109 wm121 159 N pm109->p16->t99->wm121
24715.1000 F23718 477493 3 997.1000 pm104 p3 283 N pm104->t99->t100->p3
24744.6000 F18175 421084 4 6569.6000 pm106 p14 190 N pm106->pm108->p10->t100->p14
24749.4000 F14191 298375 15 10558.4000 pm107 pm105 124 N pm107->p17->p14->w79->p15->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->pm105
24766.1000 F24659 212124 1 107.1000 cm112 pm109 298 N cm112->pm109
24795.4000 F22880 209878 2 1915.4000 wm123 c44 268 N wm123->w88->c44
24817.4000 F22614 281566 3 2203.4000 wm121 c62 263 N wm121->w84->p19->c62
24835.9000 F17649 357888 3 7186.9000 pm104 c58 180 N pm104->w91->c46->c58
24842.7000 F22498 292665 5 2344.7000 pm104 cm110 260 N pm104->c60->p30->c33->c51->cm110
24845.2000 F24572 229065 2 273.2000 cm111 t99 295 N cm111->w70->t99
24852.9000 F16325 441615 5 8527.9000 wm119 t96 157 N wm119->c41->p13->w75->w72->t96
24856.9000 F24228 435621 2 628.9000 pm108 p22 289 N pm108->cm115->p22
24856.9000 F23214 274800 2 1642.9000 wm120 c44 272 N wm120->t99->c44
24873.1000 F24393 361765 2 480.1000 wm124 w93 291 N wm124->c37->w93
24882.5000 F23301 238978 2 1581.5000 pm105 p12 273 N pm105->p24->p12
24902.2000 F18813 125767 3 6089.2000 cm112 p10 198 N cm112->wm119->t99->p10
24905.6000 F22282 106317 3 2623.6000 wm125 c54 256 N wm125->c42->w76->c54
24946.6000 F24796 412520 2 150.6000 cm113 p13 297 N cm113->cm115->p13
24961.3000 F19646 161194 5 5315.3000 pm102 w69 211 N pm102->p2->w83->p4->t99->w69
24967.5000 F23935 143366 4 1032.5000 pm105 cm113 282 N pm105->c46->w92->p22->cm113
25011.0000 F17859 143569 6 7152.0000 pm102 t101 180 N pm102->p7->w85->w67->w82->t100->t101
25012.0000 F24276 240033 2 736.0000 wm121 t100 287 N wm121->t101->t100
25012.9000 F23470 201578 3 1542.9000 cm113 t100 274 N cm113->c54->t101->t100
25013.3000 F24645 355110 1 368.3000 wm118 c39 293 N wm118->c39
25020.9000 F24853 191847 1 167.9000 wm124 c57 297 N wm124->c57
25031.5000 F23091 263560 3 1940.5000 wm124 w89 267 N wm124->p2->cm111->w89
25032.9000 F25011 342979 1 21.9000 cm111 w89 299 N cm111->w89
25038.2000 F24967 250076 1 71.2000 cm115 c58 298 N cm115->c58
25046.5000 F21414 249306 4 3632.5000 wm124 c42 239 N wm124->c61->p18->c49->c42
25056.5000 F24904 183189 1 152.5000 wm122 w82 297 N wm122->w82
25064.7000 F17187 274253 15 7877.7000 pm108 p13 168 N pm108->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p13
25072.0000 F24875 130894 2 197.0000 cm113 c34 296 N cm113->w66->c34
25074.2000 M827 660306 1 661.2000 w70 c61 288 N w70->c61
25086.6000 F17913 128287 6 7173.6000 pm102 p15 180 N pm102->p7->p26->w89->w66->w93->p15
25094.1000 F24670 418628 2 424.1000 cm115 c58 292 N cm115->p13->c58
25104.0000 F25017 274559 1 87.0000 cm116 w65 298 N cm116->w65
25115.0000 F24718 200938 2 397.0000 pm102 cm116 293 N pm102->p15->cm116
25119.6000 M778 664629 2 2139.6000 p21 w88 264 N p21->t100->w88
25130.1000 F22521 268584 3 2609.1000 pm102 p19 256 N pm102->t98->t100->p19
25140.6000 F24017 346767 3 1123.6000 wm121 c53 281 N wm121->p18->c39->c53
25159.0000 F24738 115434 2 421.0000 wm122 p24 292 N wm122->w82->p24
25174.0000 F21810 337269 5 3364.0000 cm117 c62 243 N cm117->p1->w87->pm109->p14->c62
25188.2000 F25051 157226 1 137.2000 wm122 c58 297 N wm122->c58
25190.4000 F24366 372506 2 824.4000 wm120 c37 286 N wm120->c63->c37
25211.7000 M603 571159 4 7398.7000 w88 p21 176 N w88->c57->t99->t100->p21
25232.1000 F23979 122003 2 1253.1000 wm120 c56 279 N wm120->c63->c56
25239.5000 F24072 254118 2 1167.5000 wm122 c55 280 N wm122->w79->c55
25246.0000 F22725 252954 3 2521.0000 wm121 cm111 257 N wm121->w84->c35->cm111
25250.8000 F24514 277045 2 736.8000 pm102 c58 287 N pm102->p15->c58
25261.5000 F24413 442414 2 848.5000 cm111 p21 285 N cm111->t98->p21
25264.5000 F22902 172140 4 2362.5000 wm123 c36 260 N wm123->w88->w70->c43->c36
25271.9000 F24073 490100 2 1198.9000 wm120 c49 280 N wm120->c63->c49
25285.0000 F24821 181455 2 464.0000 cm113 c54 292 N cm113->w66->c54
25287.9000 F25033 110556 1 254.9000 cm111 p8 295 N cm111->p8
25291.1000 F23140 195692 4 2151.1000 pm102 t96 264 N pm102->c44->c33->pm105->t96
25301.7000 F16838 371395 6 8463.7000 pm108 c33 158 N pm108->w94->w73->w93->c32->c44->c33
25329.0000 F20237 171629 5 5092.0000 pm108 c39 215 N pm108->w75->w94->p28->c57->c39
25343.7000 F25189 190949 1 154.7000 pm104 c36 297 N pm104->c36
25354.3000 F25209 145294 1 145.3000 pm105 c48 297 N pm105->c48
25361.7000 F20096 499716 2 5265.7000 wm119 p2 212 N wm119->t101->p2
25368.5000 F21939 266463 2 3429.5000 pm108 p18 242 N pm108->t99->p18
25388.3000 F23398 482283 5 1990.3000 cm113 c51 266 N cm113->w88->t97->t96->t97->c51
25412.5000 F24193 223986 3 1219.5000 wm121 cm110 279 N wm121->w91->c47->cm110
25417.0000 F19551 289318 6 5866.0000 wm125 c46 202 N wm125->c43->w92->p6->p9->c49->c46
25418.6000 F24071 178520 2 1347.6000 wm125 c53 277 N wm125->p26->c53
25420.7000 F13822 102140 14 11598.7000 pm104 w68 106 N pm104->w93->w78->p16->t98->t97->t96->t97->t96->t97->t96->t97->t96->t97->w68
25480.1000 F25202 207063 1 278.1000 pm104 c48 295 N pm104->c48
25484.3000 F21679 238190 3 3805.3000 wm125 c47 236 N wm125->w64->c50->c47
25490.6000 F24309 118979 2 1181.6000 wm120 pm109 280 N wm120->c63->pm109
25493.7000 F25386 375345 1 107.7000 cm117 c55 298 N cm117->c55
25522.0000 F24268 312343 2 1254.0000 cm110 c59 279 N cm110->c55->c59
25525.6000 M788 949752 2 2243.6000 p4 c33 262 N p4->p7->c33
25540.6000 F25102 131146 1 438.6000 cm117 w74 292 N cm117->w74
25552.4000 F24349 495216 2 1203.4000 wm121 cm111 279 N wm121->w91->cm111
25556.5000 F25334 316380 1 222.5000 wm123 p18 296 N wm123->p18
25572.1000 F21698 317228 4 3874.1000 wm121 c55 235 N wm121->w76->cm117->c47->c55
25579.3000 F20155 364418 3 5424.3000 cm114 c35 209 N cm114->p6->p9->c35
25589.4000 F25398 398850 1 191.4000 pm105 t97 296 N pm105->t97
25597.5000 F22881 386258 5 2716.5000 wm123 c50 254 N wm123->w88->t97->t96->t97->c50
25600.9000 F22279 307386 11 3321.9000 wm123 p19 244 N wm123->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->p19
25602.7000 F23949 156276 5 1653.7000 wm121 w92 272 N wm121->w91->c48->wm122->c40->w92
25603.4000 F24908 159484 3 695.4000 pm108 w92 288 N pm108->p12->c40->w92
25632.9000 F24661 420795 3 971.9000 wm121 c34 283 N wm121->c53->c62->c34
25644.3000 F24401 299213 3 1243.3000 cm111 t101 279 N cm111->w70->t99->t101
25688.3000 M867 852735 1 84.3000 cm113 p18 298 N cm113->p18
25716.2000 F24339 364984 2 1377.2000 wm120 c51 277 N wm120->c63->c51
25725.5000 F25461 138961 2 264.5000 pm104 c39 295 N pm104->c61->c39
