# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
11079.6000 F8837 448666 3 2242.6000 wm120 c33 262 N wm120->w91->c49->c33
11089.5000 F10500 370519 3 589.5000 wm118 p30 290 N wm118->w77->p23->p30
11107.4000 F10812 248445 1 295.4000 wm118 c42 295 N wm118->c42
11108.4000 F10841 237536 2 267.4000 pm102 w85 295 N pm102->cm116->w85
11116.2000 F7438 145731 4 3678.2000 wm125 cm110 238 N wm125->t101->t100->t98->cm110
11141.2000 F11106 151389 1 35.2000 cm115 c49 299 N cm115->c49
11159.8000 M258 703695 2 3481.8000 p15 c48 241 N p15->w93->c48
11193.1000 F11099 105626 1 94.1000 cm117 p18 298 N cm117->p18
11217.0000 F11187 209549 1 30.0000 wm122 w84 299 N wm122->w84
11236.6000 F11120 356814 1 116.6000 pm108 c35 298 N pm108->c35
11279.1000 M273 589551 2 3177.1000 w67 cm117 247 N w67->p16->cm117
11280.9000 F11095 436736 1 185.9000 cm117 p16 296 N cm117->p16
11300.0000 F9655 220709 7 1645.0000 wm125 cm113 272 N wm125->t97->t96->t97->t96->t97->t96->cm113
11334.7000 F2790 100923 23 8544.7000 wm118 pm102 157 N wm118->w84->c45->w73->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->pm102
11336.1000 F10356 349234 7 980.1000 wm118 pm102 283 N wm118->w77->t96->t97->t96->t97->t96->pm102
11342.0000 F997 299916 22 10345.0000 wm120 c34 127 N wm120->t99->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->c34
11352.1000 F11092 375840 1 260.1000 pm105 wm122 295 N pm105->wm122
11370.8000 F11292 186583 1 78.8000 cm112 w75 298 N cm112->w75
11375.8000 F7693 205200 2 3682.8000 wm125 w87 238 N wm125->t100->w87
11384.9000 F11217 183695 1 167.9000 cm116 c44 297 N cm116->c44
11403.2000 F10998 114978 1 405.2000 cm115 p16 293 N cm115->p16
11406.0000 F11183 147688 1 223.0000 cm110 c39 296 N cm110->c39
11421.5000 F10753 263100 2 668.5000 cm114 w77 288 N cm114->c35->w77
11425.1000 F10216 118156 2 1209.1000 pm109 p4 279 N pm109->c34->p4
11447.3000 F9464 356509 3 1983.3000 wm123 c38 266 N wm123->p4->w78->c38
11455.1000 F10300 185793 3 1155.1000 pm109 cm116 280 N pm109->p10->w86->cm116
11458.9000 F9093 177581 4 2365.9000 pm102 p24 260 N pm102->c55->t98->c35->p24
11471.1000 F8322 129816 3 3149.1000 pm107 c55 247 N pm107->c60->p28->c55
11477.4000 F11445 199425 1 32.4000 pm107 c39 299 N pm107->c39
11490.8000 F11421 433681 1 69.8000 pm108 w82 298 N pm108->w82
11493.1000 F11090 202672 2 403.1000 cm110 c39 293 N cm110->t99->c39
11495.4000 F11163 204628 1 332.4000 cm112 p13 294 N cm112->p13
11497.7000 F967 198359 6 10530.7000 cm111 pm107 124 N cm111->w74->p21->w66->t98->t99->pm107
11527.0000 F10828 429762 4 699.0000 wm121 c33 288 N wm121->w92->p24->c52->c33
11531.3000 F8925 320287 2 2606.3000 wm120 c36 256 N wm120->w91->c36
11532.2000 F11528 353611 1 4.2000 wm118 c44 299 N wm118->c44
11533.1000 F11024 184381 4 509.1000 wm121 w72 291 N wm121->w92->p24->c52->w72
11539.6000 F10280 230543 3 1259.6000 pm109 p6 279 N pm109->p10->p9->p6
11569.2000 F8211 148540 5 3358.2000 wm118 w79 244 N wm118->p0->p12->t97->t96->w79
11581.9000 F11246 120233 3 335.9000 pm107 w77 294 N pm107->w84->t99->w77
11583.1000 F11512 498914 1 71.1000 pm105 w66 298 N pm105->w66
11618.2000 F11315 257004 2 303.2000 pm105 c60 294 N pm105->wm122->c60
11626.7000 F11404 116994 2 222.7000 pm104 w72 296 N pm104->c56->w72
11631.7000 F11372 171090 1 259.7000 wm124 c59 295 N wm124->c59
11637.7000 F8193 231666 4 3444.7000 wm118 w87 242 N wm118->p1->p22->c54->w87
11659.5000 F8818 183696 4 2841.5000 pm105 w85 252 N pm105->w73->w71->cm111->w85
11679.5000 F10554 116453 4 1125.5000 wm125 c57 281 N wm125->c37->p9->c62->c57
11689.1000 F11300 379008 1 389.1000 pm104 c44 293 N pm104->c44
11695.2000 F11018 289247 2 677.2000 cm110 c59 288 N cm110->t99->c59
11715.4000 M373 607943 1 631.4000 p29 c44 289 N p29->c44
11722.3000 F11416 186916 1 306.3000 cm112 p21 294 N cm112->p21
11729.9000 F10311 497632 2 1418.9000 wm122 p2 276 N wm122->p5->p2
11755.8000 M378 803802 1 525.8000 c51 p13 291 N c51->p13
11779.9000 F11193 362036 3 586.9000 pm102 c46 290 N pm102->t97->c47->c46
11809.4000 F11782 367923 1 27.4000 cm114 c38 299 N cm114->c38
11858.1000 F1786 342510 6 10072.1000 wm121 w69 132 N wm121->w86->p24->w81->w76->t101->w69
11940.6000 F10263 334930 3 1677.6000 wm125 c52 272 N wm125->c44->p7->c52
11942.1000 F11844 117486 1 98.1000 pm102 c57 298 N pm102->c57
11959.9000 F11926 109121 2 33.9000 pm102 w88 299 N pm102->c57->w88
11992.0000 F6295 380074 5 5697.0000 pm102 c47 205 N pm102->c49->p19->w79->p2->c47
11996.1000 F10189 392699 3 1807.1000 pm109 p21 269 N pm109->p10->c54->p21
12008.8000 F8754 272944 2 3254.8000 wm121 c41 245 N wm121->p14->c41
12022.8000 F11768 139852 1 254.8000 pm108 wm124 295 N pm108->wm124
12026.7000 F12008 160296 1 18.7000 pm103 c37 299 N pm103->c37
12050.6000 F11728 286007 4 322.6000 pm109 c41 294 N pm109->wm125->w94->c37->c41
12079.1000 F8873 177434 7 3206.1000 wm119 c58 246 N wm119->c33->w66->c32->c63->w69->w81->c58
12088.0000 F12039 319090 1 49.0000 cm110 p25 299 N cm110->p25
12114.5000 F10765 155162 2 1349.5000 cm113 c52 277 N cm113->p7->c52
12131.4000 F11802 371637 1 329.4000 wm120 w78 294 N wm120->w78
12144.8000 F10546 435741 8 1598.8000 wm118 c41 273 N wm118->w77->t96->t97->t96->t97->t96->t97->c41
12155.5000 F2841 453023 6 9314.5000 wm118 p18 144 N wm118->w84->p26->p13->p22->p21->p18
12158.5000 F12105 377226 2 53.5000 pm103 w67 299 N pm103->c37->w67
12180.8000 F11737 298744 2 443.8000 wm119 cm111 292 N wm119->c38->cm111
12186.7000 F12152 228460 1 34.7000 cm110 p15 299 N cm110->p15
12191.9000 F6298 335305 3 5893.9000 wm125 c36 201 N wm125->p0->t99->c36
12197.2000 F12122 391586 1 75.2000 pm104 cm117 298 N pm104->cm117
12197.9000 F12144 153542 1 53.9000 pm104 cm117 299 N pm104->cm117
12199.0000 F11997 265190 1 202.0000 pm104 cm117 296 N pm104->cm117
12222.7000 F12063 461790 2 159.7000 pm109 pm108 297 N pm109->c46->pm108
12223.7000 F8002 414957 3 4221.7000 pm107 p4 229 N pm107->w94->t99->p4
12250.6000 F12036 118226 1 214.6000 cm113 w72 296 N cm113->w72
12264.3000 F11555 228625 2 709.3000 wm119 w72 288 N wm119->c54->w72
12264.7000 F4017 151211 4 8247.7000 wm120 cm117 162 N wm120->c44->t98->t99->cm117
12306.5000 F5942 396629 3 6364.5000 wm118 p16 193 N wm118->t100->t101->p16
12309.2000 F4727 122161 16 7582.2000 pm102 p26 173 N pm102->p17->p7->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p26
12311.2000 F12300 120129 1 11.2000 pm102 cm112 299 N pm102->cm112
12311.6000 M129 772566 4 8463.6000 p18 w76 158 N p18->p16->p4->p28->w76
12318.4000 F10504 341123 9 1814.4000 wm118 p24 269 N wm118->w77->t96->t97->t96->t97->t96->t97->t96->p24
12339.8000 F5764 276309 8 6575.8000 pm106 c53 190 N pm106->p30->p4->c37->p24->w73->w88->w75->c53
12348.4000 F10468 301141 3 1880.4000 pm109 c59 268 N pm109->p10->w85->c59
12357.3000 F12149 403639 1 208.3000 wm118 pm106 296 N wm118->pm106
12390.1000 F11420 213483 3 970.1000 pm105 t98 283 N pm105->w70->c45->t98
12443.4000 F12362 424996 1 81.4000 wm120 cm116 298 N wm120->cm116
12445.6000 F12121 358147 2 324.6000 cm111 p4 294 N cm111->c34->p4
12452.9000 F12279 121884 1 173.9000 pm103 cm116 297 N pm103->cm116
12459.6000 F11788 258097 3 671.6000 wm120 w67 288 N wm120->w78->cm116->w67
12472.6000 F12236 326702 2 236.6000 wm122 w77 296 N wm122->t98->w77
12481.5000 F8879 221085 2 3602.5000 wm118 cm111 239 N wm118->t98->cm111
12489.6000 F7719 447953 2 4770.6000 pm107 p17 220 N pm107->t99->p17
12498.7000 F11904 149425 2 594.7000 pm102 cm112 290 N pm102->c57->cm112
12501.4000 F12192 373786 1 309.4000 pm103 wm120 294 N pm103->wm120
12533.6000 F12346 283488 1 187.6000 wm120 p15 296 N wm120->p15
12540.1000 F11079 243971 3 1461.1000 cm113 c39 275 N cm113->c60->w84->c39
12547.5000 F11740 165411 3 807.5000 wm125 c58 286 N wm125->w94->c46->c58
12563.5000 F12234 352181 1 329.5000 wm123 c46 294 N wm123->c46
12594.3000 F12586 407398 1 8.3000 cm110 w73 299 N cm110->w73
12658.4000 F8735 185788 2 3923.4000 wm120 cm112 234 N wm120->w91->cm112
12659.1000 F12634 158421 1 25.1000 cm112 w91 299 N cm112->w91
12667.5000 F12565 244211 1 102.5000 cm110 p11 298 N cm110->p11
12684.4000 F11840 320348 3 844.4000 cm116 c37 285 N cm116->p0->c41->c37
12694.7000 F12422 232241 1 272.7000 wm122 w77 295 N wm122->w77
12705.4000 F4837 494887 5 7868.4000 wm122 c44 168 N wm122->w64->wm118->t98->t99->c44
12707.3000 F5333 458234 7 7374.3000 wm119 c44 177 N wm119->c46->w86->c32->p3->t98->t99->c44
12721.7000 F11123 144434 3 1598.7000 pm107 c44 273 N pm107->w84->t99->c44
12723.2000 F8828 360662 4 3895.2000 wm118 c44 235 N wm118->w90->t98->t99->c44
12725.0000 F6200 440859 4 6525.0000 cm114 c44 191 N cm114->pm108->t98->t99->c44
12746.6000 F12614 291605 1 132.6000 wm122 cm111 297 N wm122->cm111
12763.7000 F11535 173857 5 1228.7000 wm119 p5 279 N wm119->c63->w68->w79->c58->p5
12771.0000 F12724 161626 1 47.0000 pm102 wm123 299 N pm102->wm123
12771.3000 F10734 118375 3 2037.3000 wm121 c62 266 N wm121->w92->c58->c62
12791.8000 F12631 383365 1 160.8000 pm103 c59 297 N pm103->c59
12800.5000 F12179 246981 2 621.5000 wm122 t100 289 N wm122->t98->t100
12827.0000 F11663 225887 3 1164.0000 cm112 p2 280 N cm112->p5->t100->p2
12827.9000 F12287 208073 2 540.9000 wm119 p2 290 N wm119->t100->p2
12837.1000 F11831 302356 2 1006.1000 cm114 t101 283 N cm114->t98->t101
12847.8000 F12652 128768 2 195.8000 cm115 c58 296 N cm115->wm119->c58
12852.5000 F11693 363321 3 1159.5000 wm125 c55 280 N wm125->w94->c37->c55
12855.7000 F12699 276601 1 156.7000 pm107 cm116 297 N pm107->cm116
12875.2000 F9518 198281 12 3357.2000 wm125 p1 244 N wm125->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p1
12883.0000 F12868 224250 1 15.0000 cm113 w75 299 N cm113->w75
12916.1000 F4462 260426 5 8454.1000 wm121 w66 159 N wm121->p27->p15->w93->c32->w66
12926.0000 F8802 152761 3 4124.0000 wm120 p24 231 N wm120->w91->c60->p24
12926.9000 F11627 213850 3 1299.9000 pm103 c60 278 N pm103->p4->p24->c60
12938.5000 F11664 124176 2 1274.5000 wm121 p24 278 N wm121->t100->p24
12952.9000 F11219 223467 2 1733.9000 cm110 c38 271 N cm110->t99->c38
12955.3000 F8718 407922 2 4237.3000 pm102 c53 229 N pm102->p31->c53
12981.4000 F12270 190842 2 711.4000 wm123 c45 288 N wm123->w79->c45
12983.0000 F9892 385676 5 3091.0000 pm107 c45 248 N pm107->c62->p12->c43->w79->c45
13011.2000 F11103 320207 2 1908.2000 pm103 t99 268 N pm103->t101->t99
13016.5000 F10816 300069 11 2200.5000 wm122 pm106 263 N wm122->pm103->t96->t97->t96->t97->t96->t97->t96->t97->t96->pm106
13017.3000 F8755 198542 13 4262.3000 pm105 pm106 228 N pm105->w75->c55->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->pm106
13030.1000 F12389 159528 2 641.1000 pm102 p24 289 N pm102->c46->p24
13037.6000 F12995 109687 1 42.6000 cm114 cm115 299 N cm114->cm115
13039.1000 F12966 352655 1 73.1000 cm115 cm114 298 N cm115->cm114
13071.5000 F12424 295463 2 647.5000 wm118 w80 289 N wm118->c33->w80
13073.3000 F12075 268619 2 998.3000 pm107 p4 283 N pm107->c36->p4
13084.1000 F2810 339278 21 10274.1000 pm106 c40 128 N pm106->p25->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->c40
13089.2000 F12046 172478 3 1043.2000 wm122 c36 282 N wm122->p17->c34->c36
13173.4000 F13066 301507 1 107.4000 cm114 c59 298 N cm114->c59
13189.1000 F12794 343485 1 395.1000 cm117 t96 293 N cm117->t96
13191.7000 F12906 194210 2 285.7000 cm117 t97 295 N cm117->t96->t97
13193.8000 F12520 133687 1 673.8000 cm117 c32 288 N cm117->c32
13209.0000 F12971 213494 1 238.0000 cm117 p17 296 N cm117->p17
13211.7000 F13027 112692 2 184.7000 wm120 w88 296 N wm120->c49->w88
13233.6000 F11772 403984 2 1461.6000 pm108 c62 275 N pm108->c56->c62
13234.8000 F12202 261309 2 1032.8000 pm109 c60 282 N pm109->p14->c60
13268.2000 F11084 263910 3 2184.2000 wm122 w74 263 N wm122->w70->t98->w74
13277.2000 F13009 165252 1 268.2000 cm117 w66 295 N cm117->w66
13282.4000 F13154 285356 1 128.4000 pm109 c32 297 N pm109->c32
13325.8000 F12387 302115 2 938.8000 wm120 cm114 284 N wm120->w73->cm114
13355.1000 F13177 323307 1 178.1000 wm118 c58 297 N wm118->c58
13369.5000 F10566 387609 3 2803.5000 pm106 w72 253 N pm106->p11->w89->w72
13375.4000 M318 521708 1 3952.4000 p16 c60 234 N p16->c60
13375.5000 F12958 242905 2 417.5000 wm119 c54 293 N wm119->c41->c54
13455.3000 F12139 466111 3 1316.3000 wm118 cm113 278 N wm118->pm106->w81->cm113
13460.0000 F12208 421624 4 1252.0000 wm118 c41 279 N wm118->pm106->w81->c33->c41
13464.2000 F13354 274530 2 110.2000 cm117 c34 298 N cm117->c35->c34
13562.8000 F11108 355303 2 2454.8000 cm110 p21 259 N cm110->t99->p21
13563.3000 F13262 348852 2 301.3000 wm118 w71 294 N wm118->c55->w71
13565.6000 F12233 210759 2 1332.6000 cm110 c58 277 N cm110->w78->c58
13584.2000 F10861 229085 10 2723.2000 pm103 c33 254 N pm103->t96->t97->t96->t97->t96->t97->t96->t97->t96->c33
13591.5000 M454 772257 1 131.5000 c42 p17 297 N c42->p17
13600.8000 F11686 285730 3 1914.8000 cm112 c52 268 N cm112->p21->p18->c52
13618.9000 M41 838158 6 12402.9000 p12 p13 93 N p12->w86->p24->w81->w76->w64->p13
13657.2000 F10846 108427 4 2811.2000 cm110 c52 253 N cm110->c63->w72->p22->c52
13671.5000 F5856 157110 6 7815.5000 wm125 c47 169 N wm125->t101->t100->t101->p2->wm119->c47
13701.1000 F7958 400048 6 5743.1000 pm107 c38 204 N pm107->w94->t99->p29->p27->p21->c38
13716.4000 F9325 476359 14 4391.4000 wm125 c38 226 N wm125->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t98->c38
13717.5000 F7785 268541 3 5932.5000 wm122 c38 201 N wm122->w86->t98->c38
13765.5000 F13548 384197 1 217.5000 cm112 p4 296 N cm112->p4
13783.8000 M200 878362 5 7821.8000 w95 pm104 169 N w95->w89->p6->p9->p22->pm104
13785.0000 F10643 382821 4 3142.0000 cm117 c51 247 N cm117->c36->w78->c63->c51
13787.8000 M256 678857 5 6166.8000 p11 c51 197 N p11->p12->c45->w78->c63->c51
13790.2000 F13075 148618 2 715.2000 wm120 c60 288 N wm120->c49->c60
13791.1000 F6749 202234 5 7042.1000 wm118 c49 182 N wm118->t98->p24->c39->c60->c49
13827.8000 F13220 309037 2 607.8000 pm109 c57 289 N pm109->p16->c57
13846.5000 F13568 229689 2 278.5000 cm114 w89 295 N cm114->c58->w89
13847.1000 F13627 177928 1 220.1000 wm118 c55 296 N wm118->c55
13853.3000 F13458 113044 1 395.3000 pm106 p10 293 N pm106->p10
13869.1000 F12058 205398 2 1811.1000 wm120 c54 269 N wm120->w78->c54
13888.8000 F13604 197170 1 284.8000 wm120 pm109 295 N wm120->pm109
13891.6000 M407 894484 2 1792.6000 c56 c32 270 N c56->w74->c32
13899.1000 F13274 171169 2 625.1000 pm104 c44 289 N pm104->c42->c44
13925.7000 F13805 381267 1 120.7000 pm106 c39 297 N pm106->c39
13938.5000 F12370 123084 3 1568.5000 wm125 p3 273 N wm125->p25->c50->p3
13953.6000 F7522 350776 7 6431.6000 pm103 c35 192 N pm103->c39->w67->p16->w68->pm108->c60->c35
13962.0000 F13928 243341 1 34.0000 cm110 c50 299 N cm110->c50
13977.5000 F13751 499892 1 226.5000 cm110 w86 296 N cm110->w86
13989.7000 M456 597722 1 467.7000 c34 c56 292 N c34->c56
13994.1000 F13848 199783 1 146.1000 cm113 w78 297 N cm113->w78
14008.6000 F13985 195441 1 23.6000 pm106 p17 299 N pm106->p17
14019.2000 F13533 217894 3 486.2000 pm104 pm102 291 N pm104->p22->c49->pm102
14023.1000 F13499 222804 2 524.1000 pm104 c36 291 N pm104->w93->c36
14051.4000 F13962 335507 1 89.4000 cm110 p13 298 N cm110->p13
14064.2000 F13868 369222 2 196.2000 pm107 t97 296 N pm107->p10->t97
14071.0000 F13588 473850 1 483.0000 pm107 t97 291 N pm107->t97
14074.3000 F13636 294799 1 438.3000 pm102 c36 292 N pm102->c36
14174.4000 F14021 366664 1 153.4000 cm112 wm121 297 N cm112->wm121
14175.5000 F14017 206772 1 158.5000 wm120 cm115 297 N wm120->cm115
14177.5000 F13199 446058 2 978.5000 pm105 c39 283 N pm105->c50->c39
14177.9000 F13673 178555 2 504.9000 wm122 c34 291 N wm122->p2->c34
14184.8000 F13240 246667 2 944.8000 wm119 t98 284 N wm119->t100->t98
14187.1000 F14007 403847 1 180.1000 cm113 pm102 296 N cm113->pm102
14189.9000 F14050 356264 1 139.9000 cm113 pm108 297 N cm113->pm108
14231.1000 F11173 365686 6 3058.1000 cm112 c43 249 N cm112->w76->p28->p29->p6->c51->c43
14267.4000 F14077 312659 2 190.4000 wm122 t98 296 N wm122->t101->t98
14295.5000 F11464 275191 5 2831.5000 wm125 cm110 252 N wm125->p19->p8->w67->p9->cm110
14296.9000 F14153 116941 1 143.9000 cm115 cm114 297 N cm115->cm114
14327.3000 F14265 293463 1 62.3000 cm112 cm117 298 N cm112->cm117
14332.5000 M473 954985 1 322.5000 c40 p1 294 N c40->p1
14335.2000 F13875 423965 2 460.2000 wm120 c49 292 N wm120->pm109->c49
14337.8000 F11026 269612 5 3311.8000 wm122 wm121 244 N wm122->p3->p26->c49->c33->wm121
14343.0000 F14260 466108 1 83.0000 cm113 p22 298 N cm113->p22
14354.3000 F13884 449353 3 470.3000 pm104 w72 292 N pm104->w93->c58->w72
14362.2000 F13256 123506 3 1106.2000 pm106 c34 281 N pm106->p4->c32->c34
14370.2000 F5089 338565 5 9281.2000 wm122 cm111 145 N wm122->w64->t100->t101->t100->cm111
14406.7000 F13977 412674 3 429.7000 pm106 c35 292 N pm106->p17->c39->c35
14440.7000 F13788 328721 2 652.7000 wm123 wm122 289 N wm123->t100->wm122
14467.8000 F13255 364224 4 1212.8000 pm109 c47 279 N pm109->p16->c45->c42->c47
14469.2000 F14214 481623 1 255.2000 pm102 c49 295 N pm102->c49
14495.4000 F14494 223914 1 1.4000 wm124 w94 299 N wm124->w94
14504.1000 F9536 368604 18 4968.1000 wm125 p15 217 N wm125->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p15
14519.9000 F13515 155219 3 1004.9000 pm104 c51 283 N pm104->p22->c49->c51
14526.3000 F10851 252963 6 3675.3000 pm106 c44 238 N pm106->c37->c46->w82->w94->wm124->c44
14529.2000 F13424 172353 2 1105.2000 pm106 c33 281 N pm106->c41->c33
14534.6000 F14510 273590 1 24.6000 pm107 c60 299 N pm107->c60
14548.2000 F13771 194205 4 777.2000 wm122 c36 287 N wm122->c53->c55->cm110->c36
14553.7000 F14329 386900 1 224.7000 cm111 w83 296 N cm111->w83
14569.7000 F13654 156979 3 915.7000 cm117 c35 284 N cm117->p7->w90->c35
14572.1000 F13973 226249 2 599.1000 pm102 w65 290 N pm102->c49->w65
14592.4000 F13880 140281 2 712.4000 wm122 pm104 288 N wm122->t101->pm104
14614.7000 F14480 284337 1 134.7000 wm123 w81 297 N wm123->w81
14617.9000 F14616 323442 1 1.9000 wm122 p26 299 N wm122->p26
14623.3000 F13625 153527 5 998.3000 pm107 t99 283 N pm107->t96->t97->t96->t97->t99
14629.8000 F10659 479445 19 3970.8000 pm107 w82 233 N pm107->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->w82
14632.7000 F14594 196556 1 38.7000 cm111 p24 299 N cm111->p24
14641.3000 F14593 143241 1 48.3000 wm122 t101 299 N wm122->t101
14668.6000 F12315 377583 4 2353.6000 wm125 c52 260 N wm125->p25->p3->w89->c52
14675.2000 F13674 260993 2 1001.2000 wm118 c49 283 N wm118->p20->c49
14675.5000 F13380 334094 2 1295.5000 wm119 c43 278 N wm119->t100->c43
14696.1000 F10068 111963 5 4628.1000 wm120 c36 222 N wm120->c59->c38->c40->t99->c36
14706.7000 F12601 158881 2 2105.7000 wm119 p15 264 N wm119->t100->p15
14710.7000 F13752 189517 3 958.7000 wm121 c34 284 N wm121->c55->p10->c34
14716.8000 F12462 102798 3 2254.8000 wm120 p26 262 N wm120->w67->p9->p26
14723.2000 F12496 155935 3 2227.2000 wm121 t101 262 N wm121->p14->t100->t101
14728.8000 F12334 206839 3 2394.8000 cm114 p29 260 N cm114->c53->w69->p29
14737.3000 F14736 309094 1 1.3000 wm124 w94 299 N wm124->w94
14748.7000 F1481 355996 32 13267.7000 wm119 p27 78 N wm119->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p27
14762.7000 F12128 214997 3 2634.7000 pm106 cm114 256 N pm106->w81->wm123->cm114
14765.1000 F13691 152408 4 1074.1000 pm108 c62 282 N pm108->p22->c36->wm120->c62
14775.4000 F14661 176207 1 114.4000 wm125 p3 298 N wm125->p3
14784.1000 F13606 290566 6 1178.1000 pm107 t100 280 N pm107->t96->t97->t96->p9->p26->t100
14785.7000 F13776 386692 2 1009.7000 pm103 wm118 283 N pm103->c61->wm118
14785.9000 F13940 442320 2 845.9000 wm124 p20 285 N wm124->c63->p20
14797.9000 F4984 181936 33 9813.9000 cm114 cm110 136 N cm114->p14->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t99->cm110
14802.0000 F10700 233145 20 4102.0000 pm107 cm111 231 N pm107->w86->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t99->cm111
14807.1000 F11355 103971 11 3452.1000 pm102 p1 242 N pm102->p0->c36->p18->t96->t97->t96->t97->t96->t97->t96->p1
14815.7000 F14795 386316 1 20.7000 wm119 c36 299 N wm119->c36
14824.7000 F13519 292599 2 1305.7000 pm107 p26 278 N pm107->w76->p26
14835.0000 F13713 212080 3 1122.0000 wm118 c47 281 N wm118->p20->c60->c47
14846.7000 F14264 436551 3 582.7000 wm121 c63 290 N wm121->w65->p5->c63
14918.1000 F13958 353416 2 960.1000 wm122 w69 283 N wm122->p2->w69
14923.2000 F14705 170794 1 218.2000 cm111 w76 296 N cm111->w76
14986.6000 F10681 270480 3 4305.6000 wm121 cm115 228 N wm121->w92->c50->cm115
14987.6000 F14746 169885 4 241.6000 cm113 p23 295 N cm113->t97->t96->t97->p23
14997.6000 F13603 177812 3 1394.6000 pm106 t101 276 N pm106->w76->p26->t101
15001.2000 F13283 142715 3 1718.2000 pm109 w91 271 N pm109->p16->c32->w91
15011.5000 F14958 326649 1 53.5000 pm108 p15 299 N pm108->p15
15023.9000 F14791 167757 1 232.9000 cm117 c33 296 N cm117->c33
15040.7000 F9063 217827 3 5977.7000 wm120 w76 200 N wm120->w91->p9->w76
15051.6000 F14999 204804 1 52.6000 cm111 wm119 299 N cm111->wm119
15053.8000 F5958 290789 3 9095.8000 wm118 w82 148 N wm118->t100->t98->w82
15066.4000 F14846 299803 1 220.4000 cm111 p13 296 N cm111->p13
15077.9000 F5974 133057 4 9103.9000 wm118 c60 148 N wm118->t100->t101->t98->c60
15087.6000 F14925 113078 2 162.6000 pm108 w65 297 N pm108->t101->w65
15087.8000 F14150 449709 2 937.8000 cm111 w81 284 N cm111->t100->w81
15089.6000 F14771 477692 2 318.6000 pm108 w65 294 N pm108->t101->w65
15115.6000 F10028 440637 7 5087.6000 pm109 c51 215 N pm109->p10->w73->p23->w73->c61->w72->c51
15120.7000 F6131 320643 4 8989.7000 wm118 w80 150 N wm118->t100->t101->t100->w80
15123.4000 F14879 242002 1 244.4000 cm117 t96 295 N cm117->t96
15132.2000 F14815 171713 1 317.2000 pm105 w66 294 N pm105->w66
15176.9000 F14875 334169 2 301.9000 pm104 p6 294 N pm104->t100->p6
15184.0000 F13783 344610 2 1401.0000 wm120 p13 276 N wm120->w66->p13
15194.0000 F15160 308743 1 34.0000 wm119 w95 299 N wm119->w95
15207.5000 F14853 113309 2 354.5000 wm125 c36 294 N wm125->w66->c36
15257.6000 F13387 291443 6 1870.6000 cm112 cm116 268 N cm112->c36->c48->w92->c52->c33->cm116
15266.0000 F9564 154930 22 5702.0000 wm125 p14 204 N wm125->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->p14
15283.9000 F15069 206284 1 214.9000 cm116 c40 296 N cm116->c40
15294.6000 F12382 251375 2 2912.6000 wm122 w81 251 N wm122->t98->w81
15295.7000 F15040 232223 2 255.7000 wm124 pm105 295 N wm124->p7->pm105
15308.7000 F14867 145842 1 441.7000 wm118 c52 292 N wm118->c52
15323.2000 F14576 394706 3 747.2000 pm108 p17 287 N pm108->p14->p9->p17
15349.4000 M162 670362 5 10527.4000 w67 c51 124 N w67->p11->p0->w90->p30->c51
15375.0000 M360 642262 17 4686.0000 t96 wm121 221 N t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->wm121
15382.1000 F14352 410702 2 1030.1000 cm111 w70 282 N cm111->t100->w70
15387.6000 F15029 372975 2 358.6000 pm104 w80 294 N pm104->t101->w80
15401.3000 F15258 396078 1 143.3000 cm116 wm118 297 N cm116->wm118
15416.8000 F15269 190126 1 147.8000 cm112 c48 297 N cm112->c48
15433.1000 F10762 134963 6 4671.1000 pm106 c50 222 N pm106->c37->c46->w82->w94->p7->c50
15440.8000 F15026 122941 1 414.8000 cm112 c39 293 N cm112->c39
15448.8000 F5919 291003 7 9529.8000 cm110 c45 141 N cm110->w76->w64->p6->p9->p22->p11->c45
15452.8000 F14973 216881 2 479.8000 wm122 c58 292 N wm122->w65->c58
