observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
100,1,-100,200,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
100,101,-100,200,1,10,0,0,0,0,0,0,0,0,0.00,0,0,0
100,124,-100,200,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
100,103,-100,200,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
100,120,-100,200,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
100,7,200,500,1,2,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,1,200,500,2,12,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,81,200,500,1,2,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,56,200,500,1,2,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,124,200,500,1,3,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,98,200,500,1,13,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,91,200,500,1,1,0,0,0,0,0,0,0,0,46884.61,161486,0,0
100,103,200,500,1,3,0,0,0,0,0,0,0,2,46884.61,161486,0,0
100,7,500,800,1,2,0,0,0,0,0,0,0,0,389067.56,1090913,0,0
100,97,500,800,1,2,0,0,0,0,0,0,0,1,389067.56,1090913,0,0
100,105,500,800,1,2,0,0,0,0,0,0,0,1,389067.56,1090913,0,0
100,88,500,800,1,3,0,0,0,0,0,0,0,0,389067.56,1090913,0,0
100,101,500,800,1,1,0,0,0,0,0,0,0,2,389067.56,1090913,0,0
100,112,500,800,1,1,0,0,0,0,0,0,0,1,389067.56,1090913,0,0
100,69,500,800,1,1,0,0,0,0,0,0,0,0,389067.56,1090913,0,0
100,9,500,800,2,5,0,0,0,0,0,0,0,1,389067.56,1090913,0,0
100,58,500,800,1,2,0,0,0,0,0,0,0,0,389067.56,1090913,0,0
100,7,800,1100,0,1,0,0,0,0,0,0,0,0,1351838.72,1453638,0,0
100,101,800,1100,1,1,0,0,0,0,0,0,0,1,1351838.72,1453638,0,0
100,99,800,1100,1,1,0,0,0,0,0,0,0,1,1351838.72,1453638,0,0
100,15,800,1100,1,2,0,0,0,0,0,0,0,0,1351838.72,1453638,0,0
100,88,1100,1400,1,2,0,0,0,0,0,0,0,0,1702719.95,1737348,0,0
100,101,1100,1400,1,1,0,0,0,0,0,0,0,0,1702719.95,1737348,0,0
100,124,1100,1400,1,0,0,0,0,0,1,0,0,0,1702719.95,1737348,0,0
100,18,1100,1400,1,2,0,0,0,0,0,0,0,1,1702719.95,1737348,0,0
100,89,1100,1400,1,9,0,0,0,0,3,3,0,0,1702719.95,1737348,0,0
100,97,1400,1700,1,3,0,0,0,0,0,0,0,3,2056919.52,2475703,0,0
100,28,1400,1700,2,10,0,0,0,0,0,0,0,2,2056919.52,2475703,0,0
100,110,1400,1700,1,2,0,0,0,0,0,0,0,2,2056919.52,2475703,0,0
100,11,1400,1700,1,1,0,0,0,0,2,0,0,0,2056919.52,2475703,0,0
100,123,1700,2000,1,2,0,0,0,0,3,2,1,0,2608800.58,3609905,0,0
100,101,1700,2000,1,4,0,0,0,0,4,3,1,0,2608800.58,3609905,0,0
100,98,1700,2000,1,11,0,0,0,0,176,4,0,0,2608800.58,3609905,0,0
100,99,1700,2000,2,10,0,0,0,0,9,8,1,0,2608800.58,3609905,0,0
100,77,1700,2000,1,2,0,0,0,0,0,0,0,2,2608800.58,3609905,0,0
100,14,1700,2000,1,3,0,0,0,0,0,0,0,2,2608800.58,3609905,0,0
100,32,2000,2300,1,2,0,0,0,0,0,0,0,2,4262501.19,5313230,0,0
100,101,2000,2300,1,1,0,0,0,0,0,0,0,1,4262501.19,5313230,0,0
100,91,2000,2300,1,18,0,0,0,1,0,0,0,1,4262501.19,5313230,0,0
100,20,2300,2600,1,2,0,0,0,0,0,0,0,1,5737581.52,5987629,0,0
100,27,2300,2600,1,2,0,0,0,0,0,0,0,0,5737581.52,5987629,0,0
100,123,2300,2600,1,3,0,0,0,0,4,1,0,1,5737581.52,5987629,0,0
100,101,2300,2600,1,10,1,1,0,0,7,6,1,0,5737581.52,5987629,0,0
100,77,2300,2600,1,2,0,0,0,0,3,0,0,1,5737581.52,5987629,0,0
100,14,2300,2600,1,2,0,0,0,0,0,0,0,0,5737581.52,5987629,0,0
100,73,2600,2900,1,2,0,0,0,0,0,0,0,1,7429192.60,8248760,0,0
100,20,2600,2900,1,12,0,0,0,0,242,1,0,0,7429192.60,8248760,0,0
100,77,2600,2900,1,2,0,0,0,1,1,0,0,0,7429192.60,8248760,0,0
100,98,2600,2900,1,15,1,1,0,0,243,7,0,1,7429192.60,8248760,0,0
100,68,2600,2900,1,2,0,0,0,0,0,0,0,1,7429192.60,8248760,0,0
100,14,2600,2900,1,2,0,0,0,0,0,0,0,2,7429192.60,8248760,0,0
100,26,2900,3200,1,2,0,0,0,0,2,1,1,0,8432270.17,8437987,0,0
100,20,2900,3200,1,2,0,0,0,0,4,1,1,0,8432270.17,8437987,0,0
100,67,2900,3200,1,4,0,0,0,0,0,0,0,0,8432270.17,8437987,0,0
100,101,2900,3200,1,1,0,0,0,0,0,0,0,1,8432270.17,8437987,0,0
100,82,2900,3200,1,2,0,0,0,0,3,2,1,0,8432270.17,8437987,0,0
100,68,2900,3200,1,2,0,0,0,0,1,1,0,0,8432270.17,8437987,0,0
100,13,2900,3200,1,2,0,0,0,0,2,1,1,0,8432270.17,8437987,0,0
100,88,3200,3500,1,2,0,0,0,0,0,0,0,0,9033553.27,10133124,0,0
100,67,3200,3500,1,3,0,0,0,0,0,0,0,0,9033553.27,10133124,0,0
100,101,3200,3500,1,1,0,0,0,0,0,0,0,1,9033553.27,10133124,0,0
100,99,3200,3500,1,1,0,0,0,0,2,0,0,1,9033553.27,10133124,0,0
100,77,3200,3500,2,5,0,0,0,0,18,0,0,4,9033553.27,10133124,0,0
100,40,3200,3500,1,2,0,0,0,0,1,0,0,0,9033553.27,10133124,0,0
100,13,3200,3500,1,2,0,0,0,0,4,0,0,2,9033553.27,10133124,0,0
100,26,3500,3800,1,3,0,0,0,0,0,0,0,1,13118427.68,16024831,0,0
100,20,3500,3800,1,2,0,0,0,0,54,0,0,0,13118427.68,16024831,0,0
100,28,3500,3800,2,4,0,0,0,0,10,3,0,1,13118427.68,16024831,0,0
