observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
8,52,-100,200,1,5,0,0,0,0,0,0,0,0,0.00,0,0,0
8,52,200,500,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
8,43,500,800,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
8,10,1100,1400,1,12,0,0,0,0,2,2,0,0,441456.10,489385,0,0
8,115,1100,1400,2,5,0,0,0,0,2,2,0,1,441456.10,489385,0,0
8,43,1100,1400,1,2,0,0,0,0,0,0,0,0,441456.10,489385,0,0
8,46,1100,1400,1,2,0,0,0,0,2,1,0,0,441456.10,489385,0,0
8,109,1100,1400,1,11,0,0,0,0,0,0,0,2,441456.10,489385,0,0
8,117,1100,1400,1,2,0,0,0,0,0,0,0,0,441456.10,489385,0,0
8,7,1400,1700,1,10,0,0,0,0,2,2,0,0,489385.00,489385,0,0
8,46,1400,1700,0,1,0,0,0,0,0,1,0,0,489385.00,489385,0,0
8,33,1400,1700,1,2,0,0,0,0,2,2,0,0,489385.00,489385,0,0
8,47,1400,1700,1,4,0,0,0,0,2,2,0,0,489385.00,489385,0,0
8,115,1700,2000,1,3,0,0,0,0,2,2,0,1,2503444.89,4791681,0,2
8,63,1700,2000,1,1,0,0,0,0,0,0,0,1,2503444.89,4791681,0,2
8,46,1700,2000,1,2,0,0,0,0,0,0,0,0,2503444.89,4791681,0,2
8,57,1700,2000,1,4,0,0,0,0,0,0,0,3,2503444.89,4791681,0,2
8,114,1700,2000,1,2,0,0,0,0,0,0,0,1,2503444.89,4791681,0,2
8,47,1700,2000,1,1,0,0,0,0,1,1,0,0,2503444.89,4791681,0,2
8,79,1700,2000,1,15,0,0,0,2,0,0,0,6,2503444.89,4791681,0,2
8,63,2000,2300,1,2,0,0,0,0,0,0,0,1,4317385.27,4791681,0,4
8,115,2000,2300,1,2,0,0,0,0,0,0,0,0,4317385.27,4791681,0,4
8,45,2000,2300,1,2,0,0,0,0,0,0,0,2,4317385.27,4791681,0,4
8,41,2000,2300,1,2,0,0,0,0,2,1,1,0,4317385.27,4791681,0,4
8,112,2000,2300,1,2,1,0,1,0,0,0,0,0,4317385.27,4791681,0,4
8,53,2000,2300,1,2,0,0,0,0,2,1,1,0,4317385.27,4791681,0,4
8,38,2000,2300,1,4,0,0,0,0,4,3,1,0,4317385.27,4791681,0,4
8,35,2000,2300,1,4,0,0,0,0,1,1,0,1,4317385.27,4791681,0,4
8,34,2000,2300,1,2,0,0,0,0,0,0,0,0,4317385.27,4791681,0,4
8,117,2000,2300,1,1,0,0,0,0,1,0,1,0,4317385.27,4791681,0,4
8,63,2300,2600,1,2,0,0,0,0,0,0,0,1,4065188.25,4651971,2,4
8,89,2300,2600,1,10,0,0,0,0,0,0,0,8,4065188.25,4651971,2,4
8,26,2600,2900,1,15,0,0,0,1,0,0,0,0,4461939.27,4998831,0,33
8,49,2600,2900,1,3,1,0,1,0,3,3,0,0,4461939.27,4998831,0,33
8,107,2600,2900,1,14,0,0,0,0,0,0,0,11,4461939.27,4998831,0,33
8,101,2600,2900,1,2,0,0,0,0,3,2,1,0,4461939.27,4998831,0,33
8,82,2600,2900,1,15,0,0,0,0,1,1,0,8,4461939.27,4998831,0,33
8,36,2600,2900,1,8,0,0,0,0,16,7,1,0,4461939.27,4998831,0,33
8,48,2600,2900,1,2,0,0,0,0,0,0,0,1,4461939.27,4998831,0,33
8,4,2600,2900,1,13,0,0,0,2,0,0,0,7,4461939.27,4998831,0,33
8,56,2900,3200,1,6,0,0,0,0,0,0,0,6,4376317.30,4958517,1,4
8,36,2900,3200,1,2,0,0,0,0,7,0,0,3,4376317.30,4958517,1,4
8,14,2900,3200,1,56,2,2,0,0,8,8,0,0,4376317.30,4958517,1,4
8,14,3200,3500,0,39,0,0,0,0,0,0,0,0,4302879.00,4302879,0,0
8,86,3500,3800,1,14,1,1,0,0,12,11,1,0,4302879.00,4302879,0,0
8,46,3500,3800,1,7,7,0,0,0,6,5,1,0,4302879.00,4302879,0,0
8,61,3800,4100,1,2,1,0,0,0,2,2,0,0,4302879.00,4302879,0,0
8,61,4100,4400,0,4,0,1,0,0,2,1,1,0,4302879.00,4302879,0,0
8,38,4100,4400,1,2,1,0,1,0,1,1,0,0,4302879.00,4302879,0,0
8,119,4100,4400,1,13,2,2,0,0,8,8,0,0,4302879.00,4302879,0,0
8,58,4100,4400,1,3,0,0,0,0,4,3,1,0,4302879.00,4302879,0,0
8,28,4400,4700,1,11,1,1,0,0,9,8,1,0,4302879.00,4302879,0,0
8,41,4400,4700,1,3,1,0,1,0,2,2,0,0,4302879.00,4302879,0,0
8,3,4400,4700,1,9,0,0,0,0,10,9,1,0,4302879.00,4302879,0,0
8,53,4400,4700,1,5,1,1,0,0,2,1,1,0,4302879.00,4302879,0,0
