observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
115,34,-100,200,1,2,0,0,0,0,0,0,0,0,1379348.92,2615507,0,0
115,3,200,500,1,2,0,0,0,0,0,0,0,0,3919149.49,4827051,0,1
115,75,200,500,1,2,0,0,0,0,3,1,1,0,3919149.49,4827051,0,1
115,17,200,500,1,2,0,0,0,0,0,0,0,0,3919149.49,4827051,0,1
115,3,500,800,1,4,0,0,0,0,0,0,0,0,4732139.80,4959154,0,6
115,76,500,800,1,3,0,0,0,0,0,0,0,0,4732139.80,4959154,0,6
115,17,500,800,1,3,0,0,0,0,0,0,0,0,4732139.80,4959154,0,6
115,95,800,1100,1,3,0,0,0,0,2,2,0,0,4747692.06,4965834,0,15
115,5,800,1100,1,3,0,0,0,0,3,2,1,0,4747692.06,4965834,0,15
115,66,800,1100,1,5,0,0,0,0,7,4,0,0,4747692.06,4965834,0,15
115,50,800,1100,1,2,0,0,0,0,2,1,1,0,4747692.06,4965834,0,15
115,8,1100,1400,2,5,0,0,0,0,4,1,2,2,4617634.78,4967222,0,25
115,10,1100,1400,1,2,0,0,0,0,0,0,0,2,4617634.78,4967222,0,25
115,7,1100,1400,1,2,0,0,0,0,0,0,0,1,4617634.78,4967222,0,25
115,52,1100,1400,1,1,0,0,0,0,1,0,1,0,4617634.78,4967222,0,25
115,73,1100,1400,2,5,0,0,0,0,1,1,0,0,4617634.78,4967222,0,25
115,123,1100,1400,1,2,0,0,0,0,0,0,0,2,4617634.78,4967222,0,25
115,109,1100,1400,2,5,0,0,0,0,0,0,0,2,4617634.78,4967222,0,25
115,77,1100,1400,2,5,0,0,0,0,6,1,1,1,4617634.78,4967222,0,25
115,78,1100,1400,2,5,0,0,0,0,13,2,1,2,4617634.78,4967222,0,25
115,108,1100,1400,1,3,0,0,0,0,4,1,0,0,4617634.78,4967222,0,25
115,117,1100,1400,1,2,0,0,0,0,0,0,0,1,4617634.78,4967222,0,25
115,8,1700,2000,1,3,0,0,0,0,1,1,0,2,4763143.52,4951012,0,19
115,73,1700,2000,1,3,0,0,0,0,1,1,0,1,4763143.52,4951012,0,19
115,46,1700,2000,1,1,0,0,0,0,2,1,1,0,4763143.52,4951012,0,19
115,114,1700,2000,1,1,0,0,0,0,0,0,0,0,4763143.52,4951012,0,19
115,79,1700,2000,1,4,0,0,0,0,0,0,0,3,4763143.52,4951012,0,19
115,8,2000,2300,1,2,0,0,0,0,0,0,0,0,4821147.77,4983110,0,34
115,26,2000,2300,1,2,0,0,0,0,0,0,0,0,4821147.77,4983110,0,34
115,63,2000,2300,2,56,0,0,0,1,4,4,0,10,4821147.77,4983110,0,34
115,29,2000,2300,1,2,0,0,0,0,0,0,0,0,4821147.77,4983110,0,34
115,73,2000,2300,1,2,0,0,0,0,1,0,1,0,4821147.77,4983110,0,34
115,41,2000,2300,1,11,0,0,0,0,12,11,1,0,4821147.77,4983110,0,34
115,112,2000,2300,1,1,0,0,0,0,0,0,0,0,4821147.77,4983110,0,34
115,82,2000,2300,1,2,0,0,0,0,0,0,0,2,4821147.77,4983110,0,34
115,53,2000,2300,1,2,0,0,0,0,0,0,0,2,4821147.77,4983110,0,34
115,89,2000,2300,1,1,0,0,0,0,0,0,0,0,4821147.77,4983110,0,34
115,79,2000,2300,1,2,0,0,0,0,3,2,1,0,4821147.77,4983110,0,34
115,95,2300,2600,1,2,0,0,0,0,0,0,0,1,4580193.11,4970941,1,12
115,41,2300,2600,1,2,0,0,0,0,2,1,1,0,4580193.11,4970941,1,12
115,60,2300,2600,1,1,0,0,0,0,0,0,0,1,4580193.11,4970941,1,12
115,0,2300,2600,1,1,0,0,0,0,0,0,0,0,4580193.11,4970941,1,12
115,114,2300,2600,1,1,0,0,0,0,3,1,0,0,4580193.11,4970941,1,12
115,111,2300,2600,1,1,0,0,0,0,1,0,1,0,4580193.11,4970941,1,12
115,18,2300,2600,1,2,0,0,0,0,4,1,0,0,4580193.11,4970941,1,12
115,102,2300,2600,1,1,0,0,0,0,0,0,0,1,4580193.11,4970941,1,12
115,47,2300,2600,1,2,0,0,0,0,0,0,0,1,4580193.11,4970941,1,12
115,35,2300,2600,1,1,0,0,0,0,0,0,0,0,4580193.11,4970941,1,12
115,75,2600,2900,1,6,0,0,0,1,0,0,0,2,4729852.58,4988799,0,26
