observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
22,61,200,500,1,3,0,0,0,0,0,0,0,0,0.00,0,0,0
22,86,200,500,1,13,0,0,0,0,0,0,0,0,0.00,0,0,0
22,104,200,500,1,8,0,0,0,0,0,0,0,0,0.00,0,0,0
22,122,200,500,1,11,0,0,0,0,0,0,0,0,0.00,0,0,0
22,74,500,800,1,11,0,0,0,0,0,0,0,0,0.00,0,0,0
22,59,500,800,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
22,90,500,800,1,12,0,0,0,0,0,0,0,0,0.00,0,0,0
22,92,500,800,1,9,0,0,0,0,0,0,0,0,0.00,0,0,0
22,47,500,800,1,3,0,0,0,0,0,0,0,1,0.00,0,0,0
22,48,500,800,2,27,0,0,0,0,0,0,0,0,0.00,0,0,0
22,63,800,1100,1,2,0,0,0,0,1,1,0,0,98801.12,117722,0,0
22,41,800,1100,1,5,0,0,0,0,1,1,0,0,98801.12,117722,0,0
22,85,800,1100,1,14,0,0,0,0,0,0,0,0,98801.12,117722,0,0
22,58,800,1100,1,1,0,0,0,0,0,0,0,1,98801.12,117722,0,0
22,110,1100,1400,1,4,0,0,0,0,0,0,0,4,477380.57,814355,0,0
22,40,1100,1400,1,3,0,0,0,0,1,1,0,0,477380.57,814355,0,0
22,31,3200,3500,1,9,1,1,0,0,5,5,0,0,1735190.00,1735190,0,0
22,54,3200,3500,1,3,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,32,3500,3800,1,4,1,1,0,0,1,0,1,0,1735190.00,1735190,0,0
22,37,3500,3800,1,2,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,108,3500,3800,1,14,1,1,0,0,5,5,0,0,1735190.00,1735190,0,0
22,117,3500,3800,1,4,1,1,0,0,2,1,1,0,1735190.00,1735190,0,0
22,91,3800,4100,1,15,1,1,0,0,5,5,0,0,1735190.00,1735190,0,0
22,45,4100,4400,1,1,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,113,4700,5000,1,2,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,72,4700,5000,1,39,1,1,0,0,5,5,0,0,1735190.00,1735190,0,0
22,111,4700,5000,1,1,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,110,5000,5300,1,1,0,0,0,0,2,1,1,0,1735190.00,1735190,0,0
22,114,5000,5300,1,2,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,11,5000,5300,1,9,1,1,0,0,4,4,0,0,1735190.00,1735190,0,0
22,33,5000,5300,1,2,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,40,5000,5300,1,2,1,0,1,0,0,0,0,0,1735190.00,1735190,0,0
22,97,5300,5600,1,2,0,0,0,0,0,0,0,0,2849282.56,4825542,1,11
22,116,5300,5600,1,3,1,0,1,0,0,0,0,0,2849282.56,4825542,1,11
22,53,5300,5600,1,2,0,0,0,0,0,0,0,2,2849282.56,4825542,1,11
22,62,5300,5600,1,4,0,0,0,1,0,0,0,1,2849282.56,4825542,1,11
22,99,5300,5600,1,19,1,1,0,0,3,3,0,0,2849282.56,4825542,1,11
22,33,5300,5600,1,2,1,0,1,0,0,0,0,0,2849282.56,4825542,1,11
22,96,5300,5600,2,9,0,0,0,0,0,0,0,2,2849282.56,4825542,1,11
22,50,5300,5600,1,3,0,0,0,0,3,2,1,0,2849282.56,4825542,1,11
22,34,5300,5600,2,30,0,0,0,0,0,0,0,16,2849282.56,4825542,1,11
22,60,5600,5900,1,3,0,0,0,0,3,3,0,0,4744029.36,4892753,1,15
22,62,5600,5900,0,2,0,0,0,0,0,0,0,1,4744029.36,4892753,1,15
22,99,5600,5900,1,22,1,1,0,0,10,10,0,1,4744029.36,4892753,1,15
22,34,5600,5900,0,36,0,0,0,0,16,0,0,15,4744029.36,4892753,1,15
22,117,5600,5900,1,3,0,0,0,0,4,3,1,0,4744029.36,4892753,1,15
22,74,5900,6200,1,11,0,0,0,0,10,9,1,1,4417936.86,4701924,0,0
22,43,5900,6200,1,3,0,0,0,0,4,3,1,0,4417936.86,4701924,0,0
22,57,5900,6200,1,2,0,0,0,0,2,1,1,0,4417936.86,4701924,0,0
22,44,5900,6200,1,2,0,0,0,0,0,0,0,2,4417936.86,4701924,0,0
22,97,6200,6500,1,3,0,0,0,0,3,0,1,1,4701924.00,4701924,0,0
22,114,6200,6500,1,3,0,0,0,0,3,2,1,0,4701924.00,4701924,0,0
22,50,6500,6800,1,3,0,0,0,0,4,3,1,0,4750490.28,4840180,0,16
22,13,6500,6800,1,38,0,0,0,1,2,2,0,12,4750490.28,4840180,0,16
22,96,7400,7700,1,2,0,0,0,0,4,1,1,0,4840180.00,4840180,0,0
22,36,7700,8000,1,5,0,0,0,0,5,5,0,0,4840180.00,4840180,0,0
22,47,7700,8000,1,4,0,0,0,0,5,4,1,0,4840180.00,4840180,0,0
22,21,8300,8600,1,12,0,0,0,0,13,12,1,0,4840180.00,4840180,0,0
22,58,8300,8600,1,4,0,0,0,0,8,3,1,0,4840180.00,4840180,0,0
22,92,8600,8900,1,11,0,0,0,0,12,11,1,0,4463536.97,4924116,0,7
22,66,8600,8900,1,10,0,0,0,0,28,1,0,3,4463536.97,4924116,0,7
22,62,8600,8900,1,2,0,0,0,0,2,1,1,0,4463536.97,4924116,0,7
22,117,8600,8900,1,5,0,0,0,0,8,0,0,1,4463536.97,4924116,0,7
22,58,8600,8900,1,1,0,0,0,0,9,0,0,0,4463536.97,4924116,0,7
22,115,8900,9200,1,3,0,0,0,0,4,3,1,0,4164370.87,4761385,1,5
22,81,8900,9200,1,10,0,0,0,1,0,0,0,6,4164370.87,4761385,1,5
22,56,8900,9200,1,5,1,0,1,0,2,2,0,2,4164370.87,4761385,1,5
22,91,8900,9200,1,13,1,0,1,0,9,9,0,0,4164370.87,4761385,1,5
22,117,8900,9200,1,2,0,0,0,0,4,1,1,0,4164370.87,4761385,1,5
22,32,9200,9500,1,4,1,0,1,0,0,0,0,1,4276483.05,4773505,3,14
22,64,9200,9500,1,14,0,0,0,1,0,0,0,8,4276483.05,4773505,3,14
22,89,9200,9500,1,15,0,0,0,3,1,1,0,1,4276483.05,4773505,3,14
22,42,9500,9800,1,2,1,0,1,0,0,0,0,1,4396006.00,4396006,0,0
22,63,9800,10100,1,2,1,0,1,0,0,0,0,0,4396006.00,4396006,0,0
22,110,9800,10100,1,2,0,0,0,0,1,1,0,0,4396006.00,4396006,0,0
22,57,9800,10100,2,4,0,0,0,0,5,3,2,0,4396006.00,4396006,0,0
22,50,9800,10100,1,2,0,0,0,0,2,1,1,0,4396006.00,4396006,0,0
22,1,10400,10700,1,14,0,0,0,1,0,0,0,12,4726411.41,4847417,1,7
22,42,10400,10700,2,7,2,1,1,0,5,4,1,0,4726411.41,4847417,1,7
22,50,10700,11000,1,3,1,0,1,0,1,1,0,0,4777103.00,4777103,0,0
22,65,11000,11300,1,11,1,1,0,0,8,7,1,0,4777103.00,4777103,0,0
22,46,11000,11300,1,2,0,0,0,0,2,1,1,0,4777103.00,4777103,0,0
22,54,11300,11600,1,2,0,0,0,0,3,2,1,0,4777103.00,4777103,0,0
22,58,11300,11600,1,2,1,0,1,0,2,2,0,0,4777103.00,4777103,0,0
