observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
95,47,-100,200,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0
95,110,200,500,1,1,0,0,0,0,0,0,0,0,0.00,0,0,0
95,113,200,500,1,3,0,0,0,0,0,0,0,1,0.00,0,0,0
95,96,200,500,1,3,0,0,0,0,0,0,0,0,0.00,0,0,0
95,97,500,800,1,3,0,0,0,0,1,1,0,0,277380.46,307478,0,0
95,32,500,800,1,2,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,28,500,800,1,9,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,5,500,800,1,36,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,112,500,800,1,2,0,0,0,0,0,0,0,1,277380.46,307478,0,0
95,66,500,800,1,7,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,96,500,800,1,11,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,58,500,800,1,2,0,0,0,0,0,0,0,0,277380.46,307478,0,0
95,115,800,1100,1,3,0,0,0,0,0,0,0,2,1101392.16,1303186,0,0
95,48,800,1100,1,2,0,0,0,0,0,0,0,2,1101392.16,1303186,0,0
95,36,1100,1400,1,10,0,0,0,0,0,0,0,1,1477377.04,1587517,0,0
95,53,1100,1400,1,2,0,0,0,0,0,0,0,1,1477377.04,1587517,0,0
95,51,1100,1400,1,2,0,0,0,0,3,2,1,0,1477377.04,1587517,0,0
95,33,1100,1400,1,4,0,0,0,0,0,0,0,0,1477377.04,1587517,0,0
95,35,1100,1400,1,10,0,0,0,0,0,0,0,0,1477377.04,1587517,0,0
95,58,1100,1400,1,1,0,0,0,0,0,0,0,0,1477377.04,1587517,0,0
95,43,1400,1700,1,3,0,0,0,0,3,2,1,0,1587517.00,1587517,0,0
95,52,2000,2300,1,3,0,0,0,0,3,3,0,0,1587517.00,1587517,0,0
95,115,2300,2600,1,2,0,0,0,0,2,1,1,0,1587517.00,1587517,0,0
95,111,2300,2600,1,2,0,0,0,0,3,2,1,0,1587517.00,1587517,0,0
95,50,2300,2600,1,2,0,0,0,0,2,1,1,0,1587517.00,1587517,0,0
95,47,2300,2600,1,11,0,0,0,0,6,6,0,0,1587517.00,1587517,0,0
95,35,2300,2600,1,2,0,0,0,0,2,1,1,0,1587517.00,1587517,0,0
95,59,2600,2900,1,3,0,0,0,0,3,2,1,0,1587517.00,1587517,0,0
95,40,2600,2900,1,3,0,0,0,0,4,3,1,0,1587517.00,1587517,0,0
95,34,2600,2900,1,1,0,0,0,0,2,1,1,0,1587517.00,1587517,0,0
95,58,2600,2900,1,1,0,0,0,0,1,0,1,0,1587517.00,1587517,0,0
95,29,2900,3200,1,11,0,0,0,0,0,0,0,1,1657012.94,2249667,0,0
95,60,2900,3200,1,2,0,0,0,0,1,0,1,2,1657012.94,2249667,0,0
95,62,2900,3200,1,1,0,0,0,0,2,1,1,0,1657012.94,2249667,0,0
95,102,2900,3200,1,10,0,0,0,0,418,4,0,0,1657012.94,2249667,0,0
95,65,3200,3500,1,10,0,0,0,1,0,0,0,4,3022849.60,4941739,0,1
95,0,3200,3500,1,14,0,0,0,1,3,3,0,2,3022849.60,4941739,0,1
95,52,3500,3800,1,2,1,0,1,0,4,2,0,0,4941739.00,4941739,0,0
95,113,3500,3800,1,2,0,0,0,0,7,1,1,0,4941739.00,4941739,0,0
95,49,3800,4100,1,2,0,0,0,0,2,1,1,0,4500363.67,4999113,2,20
95,116,3800,4100,1,3,0,0,0,0,2,2,0,0,4500363.67,4999113,2,20
95,46,3800,4100,1,6,0,0,0,0,3,3,0,2,4500363.67,4999113,2,20
95,38,3800,4100,1,2,0,0,0,0,3,2,1,0,4500363.67,4999113,2,20
95,119,3800,4100,1,13,0,0,0,0,4,4,0,8,4500363.67,4999113,2,20
95,69,3800,4100,1,14,0,0,0,2,0,0,0,8,4500363.67,4999113,2,20
95,48,3800,4100,2,3,0,0,0,0,3,0,2,1,4500363.67,4999113,2,20
95,55,3800,4100,1,4,0,0,0,0,3,2,1,0,4500363.67,4999113,2,20
95,59,4100,4400,1,2,0,0,0,0,1,1,0,0,4483205.50,4775921,2,11
95,28,4100,4400,1,11,0,0,0,0,7,1,0,6,4483205.50,4775921,2,11
95,3,4100,4400,1,9,0,0,0,0,0,0,0,0,4483205.50,4775921,2,11
95,41,4100,4400,1,3,0,0,0,0,0,0,0,2,4483205.50,4775921,2,11
95,113,4100,4400,1,3,0,0,0,0,0,0,0,2,4483205.50,4775921,2,11
95,53,4100,4400,1,5,0,0,0,0,0,0,0,4,4483205.50,4775921,2,11
95,96,4100,4400,1,2,0,0,0,0,0,0,0,0,4483205.50,4775921,2,11
95,55,4100,4400,1,4,0,0,0,0,9,3,1,0,4483205.50,4775921,2,11
95,117,4100,4400,1,2,0,0,0,0,0,0,0,1,4483205.50,4775921,2,11
95,97,4400,4700,1,24,0,0,0,1,10,1,0,15,4595558.55,4885988,0,22
95,115,4400,4700,1,2,0,0,0,0,0,0,0,1,4595558.55,4885988,0,22
95,54,4400,4700,1,1,0,0,0,0,0,0,0,1,4595558.55,4885988,0,22
95,48,4400,4700,1,2,0,0,0,0,6,1,1,1,4595558.55,4885988,0,22
95,55,4400,4700,1,2,0,0,0,0,12,0,0,2,4595558.55,4885988,0,22
95,58,4400,4700,1,3,0,0,0,0,3,2,1,0,4595558.55,4885988,0,22
95,115,4700,5000,1,3,0,0,0,0,2,1,1,1,4519237.61,4985771,1,13
95,43,4700,5000,1,3,0,0,0,0,3,2,1,0,4519237.61,4985771,1,13
95,5,4700,5000,1,10,0,0,0,0,8,7,1,0,4519237.61,4985771,1,13
95,117,4700,5000,1,2,0,0,0,0,2,1,1,0,4519237.61,4985771,1,13
95,70,4700,5000,1,44,0,0,0,2,0,0,0,14,4519237.61,4985771,1,13
95,8,5000,5300,1,11,11,1,0,0,9,8,1,0,4654180.54,4985771,1,3
95,115,5000,5300,1,2,0,0,0,0,3,1,1,0,4654180.54,4985771,1,3
95,97,5000,5300,1,2,0,0,0,0,0,0,0,2,4654180.54,4985771,1,3
95,43,5000,5300,1,4,0,0,0,0,5,4,1,0,4654180.54,4985771,1,3
95,38,5000,5300,1,3,0,0,0,0,3,0,0,1,4654180.54,4985771,1,3
95,37,5000,5300,1,2,0,0,0,0,0,0,0,0,4654180.54,4985771,1,3
95,96,5000,5300,1,3,0,0,0,0,3,2,1,0,4654180.54,4985771,1,3
95,61,5300,5600,1,2,0,0,0,0,1,0,1,0,4318115.61,4877411,1,19
95,104,5300,5600,1,10,0,0,0,0,0,0,0,0,4318115.61,4877411,1,19
95,56,5300,5600,1,5,0,0,0,1,0,0,0,0,4318115.61,4877411,1,19
95,92,5300,5600,1,37,0,0,0,1,0,0,0,13,4318115.61,4877411,1,19
95,36,5300,5600,1,5,0,0,0,0,4,1,0,1,4318115.61,4877411,1,19
95,55,5300,5600,1,3,1,0,1,0,1,1,0,0,4318115.61,4877411,1,19
95,117,5300,5600,1,4,0,0,0,0,5,4,1,0,4318115.61,4877411,1,19
95,32,5600,5900,1,3,0,0,0,0,0,0,0,2,4337236.69,4403790,0,0
95,45,5600,5900,1,2,1,0,1,0,0,0,0,0,4337236.69,4403790,0,0
95,116,6200,6500,1,2,0,0,0,0,2,1,1,0,4826448.00,4826448,0,0
95,36,6500,6800,1,5,1,0,1,0,6,0,0,1,4675332.16,4826448,0,2
95,42,6500,6800,2,5,2,0,2,0,2,2,0,0,4675332.16,4826448,0,2
95,48,6500,6800,1,5,0,0,0,0,4,3,1,0,4675332.16,4826448,0,2
95,111,7400,7700,1,3,1,0,1,0,0,0,0,0,4375371.08,4629749,1,2
95,43,7700,8000,1,1,0,0,0,0,2,1,1,1,4524649.76,4527333,0,0
95,49,7700,8000,1,10,2,1,0,0,6,6,0,0,4524649.76,4527333,0,0
95,45,8000,8300,1,4,2,1,1,0,0,0,0,0,4527333.00,4527333,0,0
95,49,8000,8300,0,11,2,3,0,0,0,0,0,0,4527333.00,4527333,0,0
95,60,8000,8300,1,3,1,0,1,0,0,0,0,0,4527333.00,4527333,0,0
95,55,8000,8300,1,2,1,0,1,0,0,0,0,0,4527333.00,4527333,0,0
95,89,8000,8300,1,13,4,3,1,0,3,3,0,0,4527333.00,4527333,0,0
95,35,8300,8600,1,1,1,0,1,0,0,0,0,0,4531237.09,4670960,0,2
95,38,8600,8900,1,4,2,1,1,0,0,0,0,0,4670960.00,4670960,0,0
95,94,8600,8900,1,10,2,2,0,0,3,2,1,0,4670960.00,4670960,0,0
95,33,8600,8900,1,3,0,0,0,0,2,2,0,0,4670960.00,4670960,0,0
95,39,8600,8900,1,4,2,1,1,0,0,0,0,0,4670960.00,4670960,0,0
95,111,8900,9200,1,3,1,0,1,0,3,0,0,1,4804619.86,4950560,1,3
95,98,8900,9200,1,2,0,0,0,0,0,0,0,1,4804619.86,4950560,1,3
95,99,8900,9200,1,13,3,2,1,0,1,1,0,3,4804619.86,4950560,1,3
95,34,8900,9200,1,1,0,0,0,0,1,1,0,1,4804619.86,4950560,1,3
95,100,9200,9500,1,2,0,0,0,0,2,1,1,0,4950560.00,4950560,0,0
