observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
121,116,-100,200,1,2,0,0,0,0,0,0,0,0,995345.66,2859606,0,0
121,56,-100,200,1,2,0,0,0,0,0,0,0,0,995345.66,2859606,0,0
121,26,200,500,1,26,0,0,0,0,0,0,0,0,4386402.65,4982735,0,5
121,31,200,500,1,14,0,0,0,0,0,0,0,0,4386402.65,4982735,0,5
121,66,200,500,1,13,0,0,0,0,0,0,0,0,4386402.65,4982735,0,5
121,117,200,500,1,2,0,0,0,0,0,0,0,0,4386402.65,4982735,0,5
121,43,500,800,1,2,0,0,0,0,3,1,1,0,4905387.13,4978533,0,12
121,113,500,800,1,8,0,0,0,0,8,8,0,1,4905387.13,4978533,0,12
121,48,500,800,1,5,0,0,0,0,6,5,1,0,4905387.13,4978533,0,12
121,52,800,1100,1,1,0,0,0,0,2,1,1,0,4851601.25,4988150,0,17
121,57,800,1100,1,4,0,0,0,0,4,3,1,0,4851601.25,4988150,0,17
121,83,800,1100,1,176,0,0,0,0,7,7,0,1,4851601.25,4988150,0,17
121,111,1100,1400,1,5,0,0,0,0,4,3,1,0,4835110.23,4992088,0,13
121,68,1100,1400,1,13,0,0,0,0,3,3,0,1,4835110.23,4992088,0,13
121,116,1400,1700,1,1,0,0,0,0,2,1,1,0,4856259.03,4989713,0,14
121,12,1400,1700,1,154,0,0,0,1,0,0,0,0,4856259.03,4989713,0,14
121,87,1400,1700,1,11,0,0,0,0,27,8,0,0,4856259.03,4989713,0,14
121,86,1700,2000,1,11,0,0,0,0,11,10,1,0,4759007.19,4987068,1,11
121,67,1700,2000,1,9,0,0,0,0,0,0,0,0,4759007.19,4987068,1,11
121,12,1700,2000,0,119,0,0,0,0,0,0,0,0,4759007.19,4987068,1,11
121,104,2000,2300,1,9,0,0,0,0,2,2,0,5,4712190.95,4994132,0,20
121,59,2900,3200,1,2,0,0,0,0,3,2,1,0,4704779.27,4995614,0,10
121,110,4400,4700,1,8,0,0,0,0,6,5,1,0,4819167.51,4995315,0,11
121,27,4400,4700,1,13,0,0,0,0,19,9,1,0,4819167.51,4995315,0,11
121,54,4400,4700,1,3,0,0,0,0,2,1,1,0,4819167.51,4995315,0,11
121,54,4700,5000,1,3,0,0,0,0,7,2,1,0,4866532.02,4999575,0,16
121,15,4700,5000,1,10,0,0,0,0,9,8,1,0,4866532.02,4999575,0,16
121,103,4700,5000,1,11,0,0,0,0,10,9,1,0,4866532.02,4999575,0,16
121,113,5900,6200,1,2,0,0,0,0,3,2,1,0,4792432.31,4987201,0,15
121,61,7100,7400,1,2,0,0,0,0,3,2,1,0,4830197.79,4984037,0,23
121,106,7100,7400,1,20,1,1,0,0,13,12,1,0,4830197.79,4984037,0,23
121,61,7400,7700,2,5,0,0,0,0,6,4,2,0,4832848.40,4994936,1,13
121,48,7400,7700,1,4,0,0,0,0,4,3,1,0,4832848.40,4994936,1,13
121,50,7400,7700,1,4,0,0,0,0,4,3,1,0,4832848.40,4994936,1,13
121,17,7400,7700,1,11,0,0,0,0,8,7,1,0,4832848.40,4994936,1,13
121,8,7700,8000,1,16,0,0,0,0,12,11,1,0,4780930.80,4967362,0,11
121,32,7700,8000,2,5,0,0,0,0,4,2,2,0,4780930.80,4967362,0,11
121,116,8000,8300,2,3,0,0,0,0,3,1,2,0,4840903.91,4966700,0,8
121,97,8600,8900,1,3,0,0,0,0,0,0,0,3,4782607.41,4983800,0,12
121,46,8600,8900,1,1,0,0,0,0,2,1,1,0,4782607.41,4983800,0,12
121,96,8600,8900,1,2,0,0,0,0,2,1,1,1,4782607.41,4983800,0,12
121,37,8600,8900,1,2,0,0,0,0,7,3,1,0,4782607.41,4983800,0,12
121,114,8900,9200,1,2,0,0,0,0,2,1,1,0,4794365.24,4996764,0,12
121,14,8900,9200,1,11,0,0,0,0,11,10,1,0,4794365.24,4996764,0,12
121,97,9200,9500,1,2,0,0,0,0,3,1,1,0,4788172.85,4991363,0,10
121,96,9200,9500,1,2,0,0,0,0,3,2,1,0,4788172.85,4991363,0,10
121,44,9200,9500,1,3,0,0,0,0,2,1,1,0,4788172.85,4991363,0,10
121,86,9800,10100,1,8,0,0,0,0,5,4,0,0,4778679.05,4979720,0,19
121,116,9800,10100,1,2,0,0,0,0,2,1,1,0,4778679.05,4979720,0,19
121,112,9800,10100,1,2,0,0,0,0,1,0,1,0,4778679.05,4979720,0,19
121,63,10100,10400,1,1,0,0,0,0,2,1,1,0,4807925.56,4976367,0,11
121,86,10100,10400,0,4,0,0,0,0,3,3,1,0,4807925.56,4976367,0,11
121,47,10100,10400,1,2,0,0,0,0,2,1,1,0,4807925.56,4976367,0,11
121,28,10400,10700,1,11,0,0,0,0,0,0,0,12,4681456.42,4976218,0,25
121,24,10700,11000,1,8,0,0,0,0,3,2,1,2,4833662.33,4964961,0,15
121,26,11000,11300,1,7,0,0,0,0,0,0,0,5,4784901.20,4963358,0,33
121,107,11000,11300,1,8,0,0,0,0,7,7,0,0,4784901.20,4963358,0,33
121,92,11000,11300,1,9,0,0,0,0,15,7,1,0,4784901.20,4963358,0,33
121,66,11000,11300,1,8,0,0,0,0,0,0,0,7,4784901.20,4963358,0,33
