observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
125,77,-100,200,1,9,0,0,0,0,0,0,0,0,774670.60,1713985,0,0
125,44,-100,200,1,2,0,0,0,0,8,1,0,0,774670.60,1713985,0,0
125,27,200,500,1,7,0,0,0,0,0,0,0,0,3032677.12,4668755,0,0
125,83,200,500,1,29,0,0,0,0,320,0,0,0,3032677.12,4668755,0,0
125,40,200,500,1,10,0,0,0,0,2,2,0,0,3032677.12,4668755,0,0
125,13,200,500,1,7,0,0,0,0,0,0,0,0,3032677.12,4668755,0,0
125,113,500,800,1,3,0,0,0,0,3,2,1,0,4728967.11,4984767,0,14
125,44,500,800,1,4,0,0,0,0,4,4,0,0,4728967.11,4984767,0,14
125,52,800,1100,1,1,0,0,0,0,1,0,1,2,4803259.92,4985309,0,14
125,24,1400,1700,1,7,0,0,0,0,11,5,0,0,4865995.75,4993654,0,7
125,63,1400,1700,1,2,0,0,0,0,1,0,1,0,4865995.75,4993654,0,7
125,24,1700,2000,0,4,0,0,0,0,6,3,1,0,4826594.64,4980183,0,8
125,49,1700,2000,1,3,0,0,0,0,3,2,1,0,4826594.64,4980183,0,8
125,43,4100,4400,1,4,0,0,0,0,3,2,1,0,4833775.91,4971342,0,13
125,64,4700,5000,1,17,0,0,0,0,29,14,1,0,4875882.35,4994697,0,12
125,101,5000,5300,2,13,0,0,0,0,11,9,2,0,4838464.80,4984092,0,11
125,100,5000,5300,1,2,0,0,0,0,0,0,0,2,4838464.80,4984092,0,11
125,98,5000,5300,1,2,0,0,0,0,3,2,1,0,4838464.80,4984092,0,11
125,101,5300,5600,1,2,0,0,0,0,3,2,1,0,4762942.69,4992012,0,27
125,11,5300,5600,1,12,0,0,0,0,21,10,1,0,4762942.69,4992012,0,27
125,100,5300,5600,1,3,0,0,0,0,1,1,0,0,4762942.69,4992012,0,27
125,99,5300,5600,1,2,0,0,0,0,3,1,1,0,4762942.69,4992012,0,27
125,102,5300,5600,1,25,0,0,0,1,0,0,0,11,4762942.69,4992012,0,27
125,98,5300,5600,1,1,0,0,0,0,1,0,0,0,4762942.69,4992012,0,27
125,122,5300,5600,1,22,0,0,0,0,19,18,1,0,4762942.69,4992012,0,27
125,9,5300,5600,1,14,0,0,0,0,1,1,0,0,4762942.69,4992012,0,27
125,3,5600,5900,1,68,0,0,0,2,0,0,0,30,4627412.64,4960012,3,39
125,98,5600,5900,0,2,0,0,0,0,1,1,1,0,4627412.64,4960012,3,39
125,99,5600,5900,1,1,0,0,0,0,0,0,0,1,4627412.64,4960012,3,39
125,117,5600,5900,1,3,0,0,0,0,2,1,1,1,4627412.64,4960012,3,39
125,97,5900,6200,1,3,0,0,0,0,0,0,0,0,4636089.27,4994099,0,26
125,101,5900,6200,3,10,0,0,0,0,6,4,2,2,4636089.27,4994099,0,26
125,118,5900,6200,1,15,0,0,0,0,0,0,0,14,4636089.27,4994099,0,26
125,100,5900,6200,1,3,0,0,0,0,5,1,0,1,4636089.27,4994099,0,26
125,96,5900,6200,1,2,0,0,0,0,0,0,0,0,4636089.27,4994099,0,26
125,100,6200,6500,1,2,0,0,0,0,2,2,0,0,4759552.15,4954647,0,16
125,90,6500,6800,1,16,0,0,0,4,0,0,0,4,4701466.34,4926524,4,28
125,0,6500,6800,1,21,0,0,0,0,89,14,0,0,4701466.34,4926524,4,28
125,101,6500,6800,1,3,1,1,0,0,1,0,1,0,4701466.34,4926524,4,28
125,83,6500,6800,1,17,0,0,0,1,0,0,0,14,4701466.34,4926524,4,28
125,65,6800,7100,1,36,0,0,0,3,0,0,0,9,4804997.82,4982397,2,27
125,101,6800,7100,1,2,0,0,0,0,2,1,1,0,4804997.82,4982397,2,27
125,100,6800,7100,2,5,1,1,0,0,3,1,2,1,4804997.82,4982397,2,27
125,101,7400,7700,2,5,0,0,0,0,6,5,1,0,4893045.09,4999985,0,10
125,115,7700,8000,1,5,0,0,0,0,6,5,1,0,4837876.53,4948021,0,17
125,60,7700,8000,1,2,0,0,0,0,0,0,0,1,4837876.53,4948021,0,17
125,100,7700,8000,2,5,0,0,0,0,10,4,1,0,4837876.53,4948021,0,17
125,55,7700,8000,1,2,0,0,0,0,2,1,1,0,4837876.53,4948021,0,17
125,59,8000,8300,1,5,0,0,0,0,0,0,0,0,4822502.03,4993794,0,31
125,115,8000,8300,1,3,0,0,0,0,8,1,0,1,4822502.03,4993794,0,31
125,62,8000,8300,1,5,0,0,0,0,9,4,1,0,4822502.03,4993794,0,31
125,51,8000,8300,1,6,0,0,0,0,1,1,0,4,4822502.03,4993794,0,31
125,106,8000,8300,1,19,0,0,0,0,8,7,1,6,4822502.03,4993794,0,31
125,37,8300,8600,1,2,0,0,0,0,0,0,0,2,4792965.51,4933847,0,15
125,97,8600,8900,1,1,0,0,0,0,0,0,0,0,4680382.18,4969211,1,13
125,96,8600,8900,1,2,0,0,0,0,0,0,0,1,4680382.18,4969211,1,13
125,93,8900,9200,1,25,0,0,0,2,0,0,0,14,4660481.37,4912955,2,25
125,97,9500,9800,1,2,0,0,0,0,3,2,1,0,4798836.73,4982501,0,12
125,96,9500,9800,2,20,0,0,0,1,13,12,1,1,4798836.73,4982501,0,12
125,114,10400,10700,1,7,0,0,0,0,7,6,1,0,4906581.04,4997602,0,11
125,37,10400,10700,1,7,0,0,0,0,8,7,1,0,4906581.04,4997602,0,11
125,44,10400,10700,1,4,0,0,0,0,4,3,1,0,4906581.04,4997602,0,11
125,113,10700,11000,1,3,0,0,0,0,5,2,1,0,4866850.37,4993008,0,11
125,19,11300,11600,1,11,0,0,0,0,9,8,1,0,4819220.94,4972342,0,9
125,109,11600,11900,1,9,0,0,0,1,0,0,0,3,4725303.83,4999560,0,19
125,38,11600,11900,1,2,0,0,0,0,2,1,1,0,4725303.83,4999560,0,19
125,94,11600,11900,1,13,1,1,0,0,6,5,1,1,4725303.83,4999560,0,19
125,64,12200,12500,1,14,0,0,0,3,0,0,0,4,4542373.45,4959498,5,22
125,15,12200,12500,1,9,0,0,0,2,0,0,0,2,4542373.45,4959498,5,22
125,25,12200,12500,1,74,5,5,0,0,854,18,0,0,4542373.45,4959498,5,22
125,3,14600,14900,1,14,0,0,0,0,72,4,1,0,4710565.60,4970391,0,15
125,87,14600,14900,1,10,0,0,0,0,2,2,0,0,4710565.60,4970391,0,15
125,56,14900,15200,1,2,0,0,0,0,2,2,0,0,4833044.04,4951213,0,10
125,66,14900,15200,1,10,0,0,0,0,9,9,0,0,4833044.04,4951213,0,10
125,50,15200,15500,1,4,0,0,0,0,4,3,1,1,4779231.34,4999551,0,19
125,95,15800,16100,1,41,0,0,0,0,15,15,0,0,4868464.46,4992581,0,8
125,114,15800,16100,1,2,0,0,0,0,2,1,0,0,4868464.46,4992581,0,8
125,55,15800,16100,1,3,0,0,0,0,2,1,1,0,4868464.46,4992581,0,8
125,43,17000,17300,1,2,0,0,0,0,2,1,1,0,4815285.48,4966323,0,15
125,112,17000,17300,1,3,0,0,0,0,5,2,1,0,4815285.48,4966323,0,15
125,114,17000,17300,1,2,0,0,0,0,1,1,0,0,4815285.48,4966323,0,15
125,28,17300,17600,1,2,0,0,0,0,1,0,0,0,4747460.68,4972853,1,25
125,56,17300,17600,1,2,0,0,0,0,2,1,1,0,4747460.68,4972853,1,25
125,38,17300,17600,1,1,0,0,0,0,0,0,0,1,4747460.68,4972853,1,25
125,78,17300,17600,1,15,0,0,0,1,0,0,0,9,4747460.68,4972853,1,25
125,10,17600,17900,1,14,0,0,0,0,10,10,0,0,4636668.91,4920197,1,16
125,28,17600,17900,0,9,0,0,0,0,9,9,1,0,4636668.91,4920197,1,16
125,110,17600,17900,1,4,0,0,0,0,0,0,0,2,4636668.91,4920197,1,16
125,49,17600,17900,1,3,0,0,0,0,0,0,0,4,4636668.91,4920197,1,16
125,46,17600,17900,2,6,0,0,0,0,6,4,2,0,4636668.91,4920197,1,16
125,112,17600,17900,1,2,0,0,0,0,3,2,1,0,4636668.91,4920197,1,16
125,62,17600,17900,1,3,0,0,0,0,3,2,1,0,4636668.91,4920197,1,16
125,114,17600,17900,1,4,0,0,0,0,3,0,0,2,4636668.91,4920197,1,16
125,38,17600,17900,1,3,0,0,0,0,10,0,0,3,4636668.91,4920197,1,16
125,99,17600,17900,1,2,0,0,0,0,0,0,0,0,4636668.91,4920197,1,16
125,52,17900,18200,1,6,0,0,0,0,6,5,1,0,4859168.88,4965670,0,10
