observer,neighbor,window_start,window_end,contacts,contact_time,tx_offer_M,tx_ok_M,tx_abort_M,rx_M,tx_offer_F,tx_ok_F,tx_abort_F,rx_F,buf_bytes_avg,buf_bytes_max,drop_buf_M,drop_buf_F
119,35,200,500,1,5,0,0,0,0,0,0,0,0,3057189.97,4965615,0,8
119,56,1700,2000,1,2,0,0,0,0,3,1,1,0,4814206.18,4990962,0,6
119,51,1700,2000,1,5,0,0,0,0,4,3,1,0,4814206.18,4990962,0,6
119,96,1700,2000,1,18,0,0,0,0,13,13,0,0,4814206.18,4990962,0,6
119,43,2000,2300,1,2,0,0,0,0,2,1,1,0,4804759.28,4990962,0,15
119,28,2000,2300,1,13,0,0,0,0,9,8,1,0,4804759.28,4990962,0,15
119,33,2300,2600,1,4,0,0,0,1,0,0,0,1,4781557.10,4952553,0,17
119,39,2300,2600,1,3,0,0,0,0,3,2,1,0,4781557.10,4952553,0,17
119,53,2600,2900,1,1,0,0,0,0,2,1,1,0,4862484.49,4999928,1,7
119,35,2900,3200,1,1,0,0,0,0,2,1,1,0,4870630.42,4999745,0,14
119,49,3200,3500,1,4,0,0,0,0,4,4,0,0,4882328.37,4996328,0,16
119,35,3200,3500,1,4,0,0,0,0,5,4,1,0,4882328.37,4996328,0,16
119,97,3500,3800,1,3,0,0,0,0,5,2,1,0,4731708.21,4998524,0,7
119,52,3500,3800,1,2,0,0,0,0,0,0,0,0,4731708.21,4998524,0,7
119,113,3500,3800,1,2,0,0,0,0,3,1,1,0,4731708.21,4998524,0,7
119,96,3500,3800,1,3,0,0,0,0,3,2,1,0,4731708.21,4998524,0,7
119,95,3800,4100,1,13,0,0,0,0,8,8,0,4,4810945.75,4999765,0,18
119,49,3800,4100,1,3,0,0,0,0,3,2,1,0,4810945.75,4999765,0,18
119,116,3800,4100,1,4,0,0,0,0,4,3,1,0,4810945.75,4999765,0,18
119,46,3800,4100,1,4,0,0,0,0,0,0,0,4,4810945.75,4999765,0,18
119,48,3800,4100,1,1,0,0,0,0,0,0,0,1,4810945.75,4999765,0,18
119,55,3800,4100,1,5,0,0,0,0,4,3,1,0,4810945.75,4999765,0,18
119,59,4100,4400,1,2,0,0,0,0,0,0,0,1,4735773.94,4994022,1,43
119,8,4100,4400,1,13,0,0,0,2,0,0,0,8,4735773.94,4994022,1,43
119,19,4100,4400,1,3,0,0,0,0,0,0,0,2,4735773.94,4994022,1,43
119,61,4100,4400,1,4,0,0,0,1,5,1,0,0,4735773.94,4994022,1,43
119,5,4100,4400,1,12,0,0,0,0,0,0,0,11,4735773.94,4994022,1,43
119,38,4100,4400,1,3,0,0,0,0,3,2,1,0,4735773.94,4994022,1,43
119,113,4100,4400,1,4,0,0,0,0,6,2,1,0,4735773.94,4994022,1,43
119,48,4100,4400,1,2,0,0,0,0,5,1,1,0,4735773.94,4994022,1,43
119,55,4100,4400,1,3,0,0,0,0,2,0,0,1,4735773.94,4994022,1,43
119,43,4400,4700,1,3,0,0,0,0,0,0,0,2,4849462.83,4994022,2,17
119,117,4400,4700,1,3,0,0,0,0,0,0,0,1,4849462.83,4994022,2,17
119,55,4700,5000,2,4,0,0,0,0,6,3,1,0,4826791.93,4994840,0,13
119,69,5300,5600,1,12,0,0,0,0,9,8,1,0,4779123.94,4989830,0,17
119,46,5600,5900,2,5,0,0,0,0,4,3,1,0,4759768.79,4902598,0,8
119,9,5600,5900,1,10,0,0,0,0,8,7,1,0,4759768.79,4902598,0,8
119,58,5600,5900,1,3,0,0,0,0,2,1,1,0,4759768.79,4902598,0,8
119,37,5900,6200,1,2,0,0,0,0,2,1,1,0,4877824.04,4997469,0,12
119,52,6200,6500,1,3,0,0,0,0,0,0,0,0,4829199.80,4979472,0,16
119,101,6200,6500,1,2,0,0,0,0,1,0,1,0,4829199.80,4979472,0,16
119,118,6200,6500,1,11,0,0,0,0,9,8,1,0,4829199.80,4979472,0,16
119,100,6200,6500,1,2,0,0,0,0,2,1,1,0,4829199.80,4979472,0,16
119,98,6200,6500,1,2,0,0,0,0,2,1,1,0,4829199.80,4979472,0,16
119,108,6200,6500,1,8,0,0,0,0,6,5,1,1,4829199.80,4979472,0,16
119,74,6500,6800,1,9,0,0,0,0,6,5,1,3,4752824.63,4971303,0,24
119,61,6500,6800,1,5,0,0,0,0,4,1,0,1,4752824.63,4971303,0,24
119,111,6500,6800,1,2,0,0,0,0,2,1,1,0,4752824.63,4971303,0,24
119,99,6500,6800,1,2,0,0,0,0,0,0,0,1,4752824.63,4971303,0,24
119,44,6500,6800,1,4,0,0,0,0,4,3,1,0,4752824.63,4971303,0,24
119,98,6800,7100,1,3,0,0,0,0,0,0,0,3,4621490.36,4944951,0,10
119,96,6800,7100,1,3,0,0,0,0,0,0,0,0,4621490.36,4944951,0,10
119,47,6800,7100,1,3,0,0,0,0,3,2,1,0,4621490.36,4944951,0,10
119,49,7100,7400,1,5,0,0,0,0,0,0,0,3,4827919.00,4932237,0,17
119,56,7100,7400,1,2,0,0,0,0,2,1,1,0,4827919.00,4932237,0,17
119,54,7100,7400,1,1,0,0,0,0,3,1,1,0,4827919.00,4932237,0,17
119,99,7100,7400,1,3,0,0,0,0,4,3,1,0,4827919.00,4932237,0,17
119,14,7100,7400,1,9,0,0,0,0,7,6,1,0,4827919.00,4932237,0,17
119,49,7400,7700,1,3,0,0,0,0,2,2,0,0,4620341.95,4850544,0,6
119,56,7400,7700,1,2,0,0,0,0,2,1,1,0,4620341.95,4850544,0,6
119,54,7400,7700,1,2,1,1,0,0,3,0,1,0,4620341.95,4850544,0,6
119,98,7400,7700,1,2,0,0,0,0,2,1,1,0,4620341.95,4850544,0,6
119,99,7400,7700,1,2,0,0,0,1,0,0,0,0,4620341.95,4850544,0,6
119,35,7400,7700,1,2,0,0,0,0,3,2,1,0,4620341.95,4850544,0,6
119,75,7700,8000,1,11,0,0,0,2,0,0,0,4,4785029.89,4967788,1,14
119,54,7700,8000,1,3,0,0,0,0,6,2,1,0,4785029.89,4967788,1,14
119,35,7700,8000,1,2,0,0,0,0,0,0,0,0,4785029.89,4967788,1,14
119,84,8000,8300,1,9,0,0,0,1,0,0,0,2,4795410.81,4980349,2,15
119,57,8000,8300,1,4,0,0,0,0,4,3,1,0,4795410.81,4980349,2,15
119,42,8000,8300,1,2,0,0,0,0,0,0,0,0,4795410.81,4980349,2,15
119,61,8300,8600,1,7,0,0,0,0,0,0,0,5,4702612.42,4966315,1,24
119,116,8300,8600,1,1,0,0,0,0,0,0,0,1,4702612.42,4966315,1,24
119,60,8300,8600,1,2,0,0,0,0,3,2,1,0,4702612.42,4966315,1,24
119,114,8300,8600,1,5,1,1,0,0,2,1,1,0,4702612.42,4966315,1,24
119,98,8300,8600,1,2,0,0,0,0,0,0,0,1,4702612.42,4966315,1,24
119,99,8300,8600,1,2,0,0,0,0,0,0,0,1,4702612.42,4966315,1,24
119,40,8300,8600,1,8,0,0,0,0,0,0,0,7,4702612.42,4966315,1,24
119,116,8600,8900,1,4,0,0,0,0,11,3,0,0,4712509.62,4991981,0,22
